label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.15029,20.0,3.0,84.194,0.2964,0.015176,65.893,827.72,-0.0,199.02,199.02
12,water (source),SRC_HX,source outlet,15.15029,10.0,3.0,42.313,0.1511,0.015153,65.992,826.48,731.33,199.02,930.35
21,R717,SRC_HX,COMP1,0.63173,10.0,5.1556,1626.306,6.0874,0.157387,6.354,357.93,463.39,226066.77,226530.17
22,R717,COMP1,IHX,0.63173,164.09,27.4433,1950.279,6.2398,0.045658,21.902,103.84,209823.44,296006.38,505829.82
22c,R717,IHX,cc1,0.63173,57.0,27.4433,621.886,2.3875,0.001146,872.594,2.61,10737.48,296006.38,306743.86
23,R717,cc1,VAL1,0.63173,57.0,27.4433,621.886,2.3875,0.001146,872.594,2.61,10737.48,296006.38,306743.86
24,R717,VAL1,SRC_HX,0.63173,5.0,5.1556,621.886,2.4768,0.032042,31.209,72.87,54502.1,226066.77,280568.88
31,R600a,IHX,COMP2,5.54831,57.0,7.1919,633.579,2.3641,0.308359,3.243,6159.14,34354.78,44171.24,78526.02
32,R600a,COMP2,SNK_HX,5.54831,106.58,21.7777,685.671,2.3916,0.088594,11.287,1769.57,75769.32,46780.02,122549.35
32c,R600a,SNK_HX,cc2,5.54831,105.0,21.7777,482.329,1.8539,0.013286,75.266,265.38,30054.47,46780.02,76834.49
33,R600a,cc2,VAL2,5.54831,105.0,21.7777,482.329,1.8539,0.013286,75.266,265.38,30054.47,46780.02,76834.49
34,R600a,VAL2,IHX,5.54831,52.0,7.1919,482.329,1.8991,0.162299,6.161,3241.75,19399.47,44171.24,63570.71
41,water (sink),sink inlet,SNK_HX,0.5,100.0,1.0142,419.166,1.3072,0.000522,1916.698,0.94,38857.9,0.09,38858.0
42,water (sink),SNK_HX,sink outlet,0.5,100.0,1.0142,2675.57,7.3541,0.835883,1.196,1504.59,522610.54,0.09,522610.64
