name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,244.9491,5.7562,-34.2184,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,219.9611,2.5004,-12.1394,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-894.862,26.2069,70.7713,110.7916,5.0,5.0,34.146,1.0,1.0,0.9787,0.4205,,,,,
SNK_HX,HeatExchanger,,,,,-1114.8231,201.3493,222.6519,6.1106,5.0,5.0,5.5368,1.0,1.0,0.9323,0.9943,,,,,
SRC_HX,HeatExchanger,,,,,-649.9129,88.3204,70.5401,10.3629,5.0,5.0,7.3586,1.0,1.0,0.6743,0.9697,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.1737,34.2184,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.3999,12.1394,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
