name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,185.5381,2.3707,-20.0208,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,197.9933,2.2981,-11.5686,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-916.8297,88.6261,86.5976,18.708,4.9465,5.0,10.3449,0.9913,0.9834,0.9248,0.8209,,,,,
SNK_HX,HeatExchanger,,,,,-1114.8231,185.6455,207.9296,7.1367,5.0,5.0214,6.0051,0.9878,1.0,0.9328,0.9933,,,,,
SRC_HX,HeatExchanger,,,,,-731.2916,90.6729,75.9602,12.1826,5.0,5.0,8.0652,1.0,0.9882,0.6999,0.8762,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.4306,19.5458,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.4479,11.1686,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
