label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,30.0,3.0,126.004,0.4367,0.015064,66.383,813.47,697.18,199.02,896.2
13,water (source),SRC_HX,source outlet,15.0,19.52,3.0,82.181,0.2895,0.015024,66.56,811.3,1.65,199.02,200.68
21,R290,SRC_HX,COMP1,2.68505,19.52,7.2195,599.802,2.3912,0.176971,5.651,1710.63,0.74,102424.64,102425.39
22,R290,COMP1,IHX,2.68505,74.98,21.6063,665.05,2.4289,0.060217,16.606,582.07,44619.3,111983.86,156603.17
22c,R290,IHX,cc1,2.68505,56.0,21.6063,354.989,1.5029,0.006128,163.175,59.24,6031.88,111983.86,118015.74
23,R290,cc1,VAL1,2.68505,56.0,21.6063,354.989,1.5029,0.006128,163.175,59.24,6031.88,111983.86,118015.74
24,R290,VAL1,SRC_HX,2.68505,14.52,7.2195,354.989,1.5404,0.060913,16.417,588.8,4582.98,102424.64,107007.63
31,R600a,IHX,COMP2,5.5533,56.0,7.0189,632.245,2.363,0.316252,3.162,6322.47,33372.54,44140.21,77512.75
32,R600a,COMP2,SNK_HX,5.5533,106.52,21.7777,685.488,2.3911,0.088609,11.286,1771.46,75727.61,46780.02,122507.64
32c,R600a,SNK_HX,cc2,5.5533,105.0,21.7777,482.329,1.8539,0.013298,75.198,265.86,30054.47,46780.02,76834.49
33,R600a,cc2,VAL2,5.5533,105.0,21.7777,482.329,1.8539,0.013298,75.198,265.86,30054.47,46780.02,76834.49
34,R600a,VAL2,IHX,5.5533,51.0,7.0189,482.329,1.9007,0.168267,5.943,3363.98,18965.34,44140.21,63105.56
41,water (sink),sink inlet,SNK_HX,0.5,100.0,1.0142,419.166,1.3072,0.000522,1916.698,0.94,38857.9,0.09,38858.0
43,water (sink),SNK_HX,sink outlet,0.5,100.0,1.0142,2675.57,7.3541,0.835883,1.196,1504.59,522610.54,0.09,522610.64
