Connection,m [kg/s],T [°C],p [bar],h [kJ/kg],s [J/kgK],E [kW],e^PH [kJ/kg],e^T [kJ/kg],e^M [kJ/kg],C^T [EUR/h],C^M [EUR/h],C^TOT [EUR/h],c^T [EUR/GJ_ex],c^M [EUR/GJ_ex],c^TOT [EUR/GJ_ex]
11,15,40,3,167.8,572.3,43.9,2.927,2.728,0.199,0,-0,0,0,-0,0
13,15,29.06,3,122.1,423.6,11.58,0.772,0.5729,0.199,1.259e-14,-9.569e-17,1.249e-14,4.068e-13,-8.904e-15,2.996e-13
21,0.7321,29.06,9.738,1644,5864,226.6,309.5,16.43,293.1,6.12,60.35,66.47,141.3,78.12,81.48
22,0.7321,160.5,39.64,1913,5991,396.6,541.7,243.7,298,52.91,61.36,114.3,82.38,78.12,80.04
22c,0.7321,73,39.64,706.7,2631,234.3,320,22,298,4.778,61.36,66.13,82.38,78.12,78.41
23,0.7321,73,39.64,706.7,2631,234.3,320,22,298,4.778,61.36,66.13,82.38,78.12,78.41
24,0.7321,24.06,9.738,706.7,2711,217.2,296.6,3.517,293.1,0.7636,60.35,61.11,82.38,78.12,78.17
31,4.874,73,7.725,691.8,2494,410.2,84.17,54.53,29.64,104.3,42.1,146.4,109,80.98,99.15
32,4.874,115.9,20.23,739.4,2518,606.8,124.5,92.72,31.79,158.6,45.16,203.7,97.48,80.98,93.26
32c,4.874,115,20.23,510.6,1929,333.9,68.52,36.73,31.79,62.82,45.16,108,97.48,80.98,89.82
33,4.874,115,20.23,510.6,1929,333.9,68.52,36.73,31.79,62.82,45.16,108,97.48,80.98,89.82
34,4.874,68,7.725,510.6,1963,285.6,58.6,28.97,29.64,49.54,42.1,91.64,97.48,80.98,89.13
41,0.5,110,1.434,461.4,1419,24.19,48.39,48.34,0.04213,0,0,0,0,0,0
43,0.5,110,1.434,2691,7238,286.1,572.1,572.1,0.04213,100.8,-0,100.8,97.92,-0,97.91
