name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,204.578,3.4057,-40.2139,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,158.9105,1.7841,-11.5454,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-955.9126,36.8683,77.8406,75.3927,4.9896,5.0,25.9278,0.9947,0.9899,0.973,0.4653,,,,,
SNK_HX,HeatExchanger,,,,,-1114.8231,159.2409,205.7216,9.4753,5.0,5.0521,7.0009,0.9905,1.0,0.9058,0.9911,,,,,
SRC_HX,HeatExchanger,,,,,-751.3346,92.3915,76.8525,12.3593,5.0,5.0,8.1321,1.0,0.9896,0.7056,0.955,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.2983,39.7389,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.5716,11.1454,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
