name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,226.1708,3.3867,-20.8823,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,229.7274,2.7652,-10.7248,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-898.4744,70.0693,83.8291,26.2752,5.0,5.0,12.8227,1.0,1.0,0.9476,0.7845,,,,,
SNK_HX,HeatExchanger,,,,,-1128.2019,211.0879,225.5295,5.7049,5.0,5.0,5.3447,1.0,1.0,0.941,0.9948,,,,,
SRC_HX,HeatExchanger,,,,,-672.3036,89.6429,72.1995,10.7197,5.0,5.0,7.4998,1.0,1.0,0.6817,0.9211,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.2953,20.8823,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.3616,10.7248,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
