name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,279.2368,4.2015,-28.5505,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,253.7059,2.4492,-15.5437,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-861.1172,62.0914,74.961,29.8987,4.946,5.0,13.8685,0.992,0.9862,0.9347,0.6767,,,,,
SNK_HX,HeatExchanger,,,,,-1114.8231,169.3952,207.398,8.4651,5.0,5.0521,6.5812,0.9905,1.0,0.9041,0.9921,,,,,
SRC_HX,HeatExchanger,,,,,-581.8804,80.6286,66.2083,10.0083,5.0,5.0,7.2168,1.0,0.9808,0.6496,0.9109,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.2446,28.0755,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.418,15.1437,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
