label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,50.0,3.0,209.59,0.7037,0.01518,65.875,819.74,6009.15,199.02,6208.17
13,water (source),SRC_HX,source outlet,15.0,39.29,3.0,164.815,0.5628,0.015112,66.172,816.06,2540.86,199.02,2739.89
21,R290,SRC_HX,COMP1,3.21967,38.67,11.7983,619.5,2.379,0.129345,7.731,1499.21,15660.87,110031.54,125692.41
22,R290,COMP1,IHX,3.21967,91.28,30.4421,674.132,2.4091,0.0481,20.79,557.52,57758.16,113734.02,171492.18
22c,R290,IHX,cc1,3.21967,72.96,30.1421,410.9,1.6624,0.008065,123.994,93.48,13489.49,113674.73,127164.22
23,R290,cc1,VAL1,3.21967,72.96,30.1421,410.9,1.6624,0.008065,123.994,93.48,13489.49,113674.73,127164.22
24,R290,VAL1,SRC_HX,3.21967,34.29,11.9733,410.9,1.6985,0.050621,19.755,586.74,6513.48,110066.47,116579.94
31,R600a,IHX,COMP2,6.21586,72.34,10.2596,653.611,2.3814,0.240414,4.159,5379.77,48746.7,44721.0,93467.7
32,R600a,COMP2,SNK_HX,6.21586,118.33,26.2691,696.614,2.4035,0.078217,12.785,1750.27,82430.57,47580.76,130011.33
32c,R600a,SNK_HX,cc2,6.21586,115.0,26.0191,517.263,1.9423,0.015964,62.639,357.24,38311.81,47536.22,85848.03
33,R600a,cc2,VAL2,6.21586,115.0,26.0191,517.263,1.9423,0.015964,62.639,357.24,38311.81,47536.22,85848.03
34,R600a,VAL2,IHX,6.21586,68.0,10.4096,517.263,1.9803,0.129293,7.734,2893.2,29964.29,44747.87,74712.16
41,water (sink),sink inlet,SNK_HX,0.5,110.0,1.4338,461.415,1.4188,0.000526,1901.896,0.95,48344.92,42.13,48387.05
43,water (sink),SNK_HX,sink outlet,0.5,110.0,1.4338,2691.061,7.2381,0.604646,1.654,1088.36,572077.54,42.13,572119.67
