label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.17024,20.0,3.0,84.194,0.2964,0.015196,65.806,829.9,-0.0,199.02,199.02
12,water (source),SRC_HX,source outlet,15.17024,10.0,3.0,42.313,0.1511,0.015173,65.905,828.66,731.33,199.02,930.35
21,R290,SRC_HX,COMP1,2.74877,10.0,5.5112,589.26,2.3991,0.235873,4.24,2334.1,312.82,89256.33,89569.16
22,R290,COMP1,IHX,2.74877,78.51,22.0518,672.271,2.4467,0.061443,16.275,608.02,46537.63,112072.3,158609.94
22c,R290,IHX,cc1,2.74877,57.0,22.0518,358.119,1.5121,0.006303,158.645,62.38,6380.66,112072.3,118452.96
23,R290,cc1,VAL1,2.74877,57.0,22.0518,358.119,1.5121,0.006303,158.645,62.38,6380.66,112072.3,118452.96
24,R290,VAL1,SRC_HX,2.74877,5.0,5.5112,358.119,1.5683,0.094067,10.631,930.85,12694.1,89256.33,101950.43
31,R600,IHX,COMP2,4.52989,57.0,5.2214,669.143,2.4746,0.3602,2.776,5874.0,37804.66,29202.93,67007.59
32,R600,COMP2,SNK_HX,4.52989,105.3,16.8006,727.57,2.5055,0.103239,9.686,1683.58,85177.3,31199.21,116376.51
32c,R600,SNK_HX,cc2,4.52989,105.0,16.8006,478.513,1.8469,0.009896,101.055,161.37,29194.29,31199.21,60393.49
33,R600,cc2,VAL2,4.52989,105.0,16.8006,478.513,1.8469,0.009896,101.055,161.37,29194.29,31199.21,60393.49
34,R600,VAL2,IHX,4.52989,52.0,5.2214,478.513,1.8886,0.164611,6.075,2684.42,18974.73,29202.93,48177.66
41,water (sink),sink inlet,SNK_HX,0.5,100.0,1.0142,419.166,1.3072,0.000522,1916.698,0.94,38857.9,0.09,38858.0
42,water (sink),SNK_HX,sink outlet,0.5,100.0,1.0142,2675.57,7.3541,0.835883,1.196,1504.59,522610.54,0.09,522610.64
