Connection,m [kg/s],T [°C],p [bar],h [kJ/kg],s [J/kgK],E [kW],e^PH [kJ/kg],e^T [kJ/kg],e^M [kJ/kg],C^T [EUR/h],C^M [EUR/h],C^TOT [EUR/h],c^T [EUR/GJ_ex],c^M [EUR/GJ_ex],c^TOT [EUR/GJ_ex]
11,15,20,3,84.19,296.4,2.985,0.199,-1.589e-10,0.199,0,-0,0,-0,-0,0
13,15,11.69,3,49.39,176,10.53,0.7022,0.5032,0.199,35.03,-1.23e-16,35.03,1289,-1.145e-14,923.7
21,2.518,11.69,5.789,591.2,2398,231.5,91.91,0.217,91.7,0.6752,69.7,70.37,343.1,83.83,84.45
22,2.518,87.04,25.87,680.4,2448,419.3,166.5,53.65,112.8,40.78,85.76,126.5,83.83,83.83,83.83
22c,2.518,65,25.87,383.9,1586,308.2,122.4,9.566,112.8,7.271,85.76,93.03,83.83,83.83,83.83
23,2.518,65,25.87,383.9,1586,308.2,122.4,9.566,112.8,7.271,85.76,93.03,83.83,83.83,83.83
24,2.518,6.687,5.789,383.9,1657,256.1,101.7,9.996,91.7,31.09,69.7,100.8,343.1,83.83,109.3
31,5.494,65,6.382,680.6,2484,416.1,75.74,46.33,29.4,94.94,46.68,141.6,103.6,80.26,94.54
32,5.494,125.3,24.17,745,2516,718.2,130.7,98.25,32.47,177.4,51.54,228.9,91.26,80.26,88.53
32c,5.494,125,24.17,544.6,2013,427.9,77.87,45.4,32.47,81.96,51.54,133.5,91.26,80.26,86.67
33,5.494,125,24.17,544.6,2013,427.9,77.87,45.4,32.47,81.96,51.54,133.5,91.26,80.26,86.67
34,5.494,60,6.382,544.6,2076,326.1,59.35,29.95,29.4,54.06,46.68,100.7,91.26,80.26,85.81
41,0.5,120,1.987,503.8,1528,29.4,58.81,58.71,0.09752,0,0,0,0,0,0
43,0.5,120,1.987,2706,7129,309.5,618.9,618.8,0.09752,100.4,-0,135.5,90.16,-0,121.6
