label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,20.0,3.0,84.194,0.2964,0.015026,66.553,811.38,-0.0,199.02,199.02
13,water (source),SRC_HX,source outlet,15.0,11.69,3.0,49.388,0.176,0.015006,66.642,810.3,503.2,199.02,702.22
21,R290,SRC_HX,COMP1,2.51849,11.69,5.7895,591.157,2.3975,0.206022,4.854,1867.92,217.04,91697.68,91914.72
22,R290,COMP1,IHX,2.51849,87.04,25.8676,680.376,2.4475,0.047335,21.126,429.16,53647.63,112828.92,166476.55
22c,R290,IHX,cc1,2.51849,65.0,25.8676,383.851,1.5864,0.006015,166.239,54.54,9565.73,112828.92,122394.65
23,R290,cc1,VAL1,2.51849,65.0,25.8676,383.851,1.5864,0.006015,166.239,54.54,9565.73,112828.92,122394.65
24,R290,VAL1,SRC_HX,2.51849,6.69,5.7895,383.851,1.657,0.094303,10.604,855.01,9995.88,91697.68,101693.57
31,R600,IHX,COMP2,5.49441,65.0,6.3824,680.567,2.4838,0.358602,2.789,7093.11,46333.34,29403.38,75736.72
32,R600,COMP2,SNK_HX,5.49441,125.26,24.1659,745.044,2.5162,0.078988,12.66,1562.37,98253.11,32465.73,130718.83
32c,R600,SNK_HX,cc2,5.49441,125.0,24.1659,544.648,2.0129,0.01329,75.244,262.88,45404.57,32465.73,77870.29
33,R600,cc2,VAL2,5.49441,125.0,24.1659,544.648,2.0129,0.01329,75.244,262.88,45404.57,32465.73,77870.29
34,R600,VAL2,IHX,5.49441,60.0,6.3824,544.648,2.0761,0.217153,4.605,4295.26,29946.15,29403.38,59349.53
41,water (sink),sink inlet,SNK_HX,0.5,120.0,1.9867,503.812,1.5279,0.00053,1886.213,0.95,58708.67,97.52,58806.2
43,water (sink),SNK_HX,sink outlet,0.5,120.0,1.9867,2705.926,7.1291,0.445606,2.244,802.09,618829.26,97.52,618926.78
