label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,30.0,3.0,126.004,0.4367,0.015064,66.383,813.47,697.18,199.02,896.2
13,water (source),SRC_HX,source outlet,15.0,20.75,3.0,87.338,0.3071,0.015028,66.543,811.51,4.02,199.02,203.05
21,R717,SRC_HX,COMP1,0.61669,20.04,7.2903,1636.267,5.9663,0.110391,9.059,245.08,0.01,272008.69,272008.69
22,R717,COMP1,IHX,0.61669,176.04,38.2277,1960.704,6.1145,0.032189,31.067,71.46,255221.95,297766.98,552988.94
22c,R717,IHX,cc1,0.61669,71.0,37.9277,695.783,2.6009,0.001174,851.668,2.61,20364.33,297718.04,318082.37
23,R717,cc1,VAL1,0.61669,71.0,37.9277,695.783,2.6009,0.001174,851.668,2.61,20364.33,297718.04,318082.37
24,R717,VAL1,SRC_HX,0.61669,15.75,7.4653,695.783,2.7007,0.024953,40.076,55.4,13717.14,275099.75,288816.89
31,R600,IHX,COMP2,5.44857,70.13,7.2213,687.817,2.49,0.314481,3.18,6168.51,51628.61,29548.19,81176.79
32,R600,COMP2,SNK_HX,5.44857,126.23,24.4159,746.73,2.5195,0.077631,12.881,1522.72,98920.05,32508.67,131428.73
32c,R600,SNK_HX,cc2,5.44857,125.0,24.1659,544.648,2.0129,0.013179,75.877,258.51,45404.57,32465.73,77870.29
33,R600,cc2,VAL2,5.44857,125.0,24.1659,544.648,2.0129,0.013179,75.877,258.51,45404.57,32465.73,77870.29
34,R600,VAL2,IHX,5.44857,66.0,7.3713,544.648,2.0656,0.176498,5.666,3461.98,32861.88,29574.07,62435.95
41,water (sink),sink inlet,SNK_HX,0.5,120.0,1.9867,503.812,1.5279,0.00053,1886.213,0.95,58708.67,97.52,58806.2
43,water (sink),SNK_HX,sink outlet,0.5,120.0,1.9867,2705.926,7.1291,0.445606,2.244,802.09,618829.26,97.52,618926.78
