name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,215.5218,4.3083,-43.7156,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,240.5846,2.1143,-16.4066,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-860.4724,29.1584,67.4583,90.5151,4.9896,5.0,29.5103,0.9947,0.9899,0.9741,0.3501,,,,,
SNK_HX,HeatExchanger,,,,,-1101.057,153.0057,198.0457,9.957,5.0,5.1035,7.1962,0.992,1.0,0.8645,0.9904,,,,,
SRC_HX,HeatExchanger,,,,,-644.9506,85.8874,70.2355,10.7437,5.0,5.0,7.5093,1.0,0.9869,0.673,0.9623,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.2364,43.2406,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.4817,16.0066,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
