label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,3.8388,60.0,3.0,251.416,0.8311,0.003904,256.144,53.95,10467.41,199.02,10666.43
12,water (source),SRC_HX,source outlet,3.8388,20.01,3.0,84.236,0.2966,0.003845,260.054,53.14,0.0,199.02,199.02
21,R290,SRC_HX,COMP1,3.66636,20.01,7.3171,600.335,2.3908,0.238469,4.193,3147.52,0.0,103064.49,103064.49
22,R290,COMP1,IHX,3.66636,98.68,32.5087,687.887,2.4383,0.052707,18.973,695.67,62562.76,114142.24,176705.0
22c,R290,IHX,cc1,3.66636,77.0,32.5087,425.293,1.702,0.009442,105.91,124.62,15801.46,114142.24,129943.7
23,R290,cc1,VAL1,3.66636,77.0,32.5087,425.293,1.702,0.009442,105.91,124.62,15801.46,114142.24,129943.7
24,R290,VAL1,SRC_HX,3.66636,15.01,7.3171,425.293,1.7836,0.126283,7.919,1666.79,2948.84,103064.49,106013.33
31,R600a,IHX,COMP2,5.43454,77.0,11.3563,659.486,2.3868,0.188939,5.293,3696.46,52862.34,44917.42,97779.76
32,R600a,COMP2,SNK_HX,5.43454,107.97,21.7777,689.928,2.4028,0.088233,11.334,1726.22,76745.9,46780.02,123525.92
32c,R600a,SNK_HX,cc2,5.43454,105.0,21.7777,482.329,1.8539,0.013014,76.841,254.61,30054.47,46780.02,76834.49
33,R600a,cc2,VAL2,5.43454,105.0,21.7777,482.329,1.8539,0.013014,76.841,254.61,30054.47,46780.02,76834.49
34,R600a,VAL2,IHX,5.43454,72.0,11.3563,482.329,1.8737,0.076029,13.153,1487.45,26102.96,44917.42,71020.37
41,water (sink),sink inlet,SNK_HX,0.5,100.0,1.0142,419.166,1.3072,0.000522,1916.698,0.94,38857.9,0.09,38858.0
42,water (sink),SNK_HX,sink outlet,0.5,100.0,1.0142,2675.57,7.3541,0.835883,1.196,1504.59,522610.54,0.09,522610.64
