name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,176.9595,3.3906,-15.9641,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,352.2669,3.836,-16.2853,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-775.9349,57.6013,71.3543,28.4439,4.9853,5.0,13.4708,0.9868,0.9745,0.9577,0.7114,,,,,
SNK_HX,HeatExchanger,,,,,-1128.2019,193.6743,211.3423,6.7367,5.0,5.0304,5.8253,0.9887,1.0,0.9225,0.9939,,,,,
SRC_HX,HeatExchanger,,,,,-598.9754,81.0801,67.2815,10.4355,5.0,5.0,7.3875,1.0,0.9745,0.6555,0.9357,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.3067,15.4891,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.2706,15.8853,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
