label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,50.0,3.0,209.59,0.7037,0.01518,65.875,819.74,6009.15,199.02,6208.17
12,water (source),SRC_HX,source outlet,15.0,39.27,3.0,164.744,0.5625,0.015112,66.172,816.05,2536.46,199.02,2735.49
21,R1270,SRC_HX,COMP1,3.63009,39.27,14.445,615.512,2.3627,0.121932,8.201,1593.45,16155.31,125847.79,142003.1
22,R1270,COMP1,IHX,3.63009,103.08,40.0487,676.303,2.3952,0.043614,22.929,569.96,62497.18,130773.41,193270.59
22c,R1270,IHX,cc1,3.63009,79.0,40.0487,430.201,1.7104,0.009519,105.053,124.4,17125.2,130773.41,147898.61
23,R1270,cc1,VAL1,3.63009,79.0,40.0487,430.201,1.7104,0.009519,105.053,124.4,17125.2,130773.41,147898.61
24,R1270,VAL1,SRC_HX,3.63009,34.27,14.445,430.201,1.7602,0.056634,17.657,740.12,7472.91,125847.79,133320.7
31,R600a,IHX,COMP2,6.17364,79.0,11.8527,661.971,2.389,0.205108,4.875,4558.55,54592.18,45006.29,99598.47
32,R600a,COMP2,SNK_HX,6.17364,118.21,26.0191,697.841,2.4074,0.079282,12.613,1762.05,82544.99,47536.22,130081.21
32c,R600a,SNK_HX,cc2,6.17364,115.0,26.0191,517.263,1.9423,0.015856,63.068,352.4,38311.81,47536.22,85848.03
33,R600a,cc2,VAL2,6.17364,115.0,26.0191,517.263,1.9423,0.015856,63.068,352.4,38311.81,47536.22,85848.03
34,R600a,VAL2,IHX,6.17364,74.0,11.8527,517.263,1.9724,0.104412,9.577,2320.58,32013.48,45006.29,77019.77
41,water (sink),sink inlet,SNK_HX,0.5,110.0,1.4338,461.415,1.4188,0.000526,1901.896,0.95,48344.92,42.13,48387.05
42,water (sink),SNK_HX,sink outlet,0.5,110.0,1.4338,2691.061,7.2381,0.604646,1.654,1088.36,572077.54,42.13,572119.67
