name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,222.362,2.843,-21.8686,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,197.2119,2.2831,-11.3693,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-917.6111,88.5094,88.2154,18.6449,5.0,5.0,10.3674,1.0,1.0,0.9269,0.8213,,,,,
SNK_HX,HeatExchanger,,,,,-1114.8231,195.5861,222.4464,6.4623,5.0,5.0,5.6999,1.0,1.0,0.9326,0.9939,,,,,
SRC_HX,HeatExchanger,,,,,-695.2491,90.9452,73.7732,11.0894,5.0,5.0,7.6447,1.0,1.0,0.6893,0.8893,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.3517,21.8686,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.438,11.3693,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
