label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,50.0,3.0,209.59,0.7037,0.01518,65.875,819.74,6009.15,199.02,6208.17
12,water (source),SRC_HX,source outlet,15.0,39.0,3.0,163.616,0.5589,0.015111,66.179,815.97,2467.36,199.02,2666.38
21,R1270,SRC_HX,COMP1,3.72529,39.0,14.3538,615.317,2.363,0.125969,7.938,1689.37,15872.37,125830.11,141702.48
22,R1270,COMP1,IHX,3.72529,103.15,40.0487,676.52,2.3957,0.044793,22.325,600.71,62545.14,130773.41,193318.55
22c,R1270,IHX,cc1,3.72529,79.0,40.0487,430.201,1.7104,0.009769,102.368,131.01,17125.2,130773.41,147898.61
23,R1270,cc1,VAL1,3.72529,79.0,40.0487,430.201,1.7104,0.009769,102.368,131.01,17125.2,130773.41,147898.61
24,R1270,VAL1,SRC_HX,3.72529,34.0,14.3538,430.201,1.7606,0.05866,17.048,786.69,7354.13,125830.11,133184.24
31,R600,IHX,COMP2,4.84089,79.0,8.8609,700.165,2.501,0.227245,4.401,3960.25,60468.95,29831.09,90300.04
32,R600,COMP2,SNK_HX,4.84089,116.46,20.2302,740.904,2.522,0.089144,11.218,1553.52,93102.13,31789.28,124891.41
32c,R600,SNK_HX,cc2,4.84089,115.0,20.2302,510.611,1.9287,0.01107,90.332,192.92,36731.57,31789.28,68520.84
33,R600,cc2,VAL2,4.84089,115.0,20.2302,510.611,1.9287,0.01107,90.332,192.92,36731.57,31789.28,68520.84
34,R600,VAL2,IHX,4.84089,74.0,8.8609,510.611,1.9552,0.095993,10.417,1672.88,30916.69,29831.09,60747.78
41,water (sink),sink inlet,SNK_HX,0.5,110.0,1.4338,461.415,1.4188,0.000526,1901.896,0.95,48344.92,42.13,48387.05
42,water (sink),SNK_HX,sink outlet,0.5,110.0,1.4338,2691.061,7.2381,0.604646,1.654,1088.36,572077.54,42.13,572119.67
