name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,179.6647,2.3562,-19.9307,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,220.7161,2.197,-14.3123,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-894.107,86.9877,84.6873,18.5108,4.9465,5.0,10.2786,0.9913,0.9876,0.9248,0.7753,,,,,
SNK_HX,HeatExchanger,,,,,-1114.8231,165.7957,206.8537,8.8051,5.0,5.0521,6.7241,0.9905,1.0,0.9047,0.9918,,,,,
SRC_HX,HeatExchanger,,,,,-714.4423,89.7319,74.948,11.9115,5.0,5.0,7.962,1.0,0.9882,0.695,0.8785,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.4332,19.4557,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.4653,13.9123,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
