Connection,m [kg/s],T [°C],p [bar],h [kJ/kg],s [J/kgK],E [kW],e^PH [kJ/kg],e^T [kJ/kg],e^M [kJ/kg],C^T [EUR/h],C^M [EUR/h],C^TOT [EUR/h],c^T [EUR/GJ_ex],c^M [EUR/GJ_ex],c^TOT [EUR/GJ_ex]
11,15,40,3,167.8,572.3,43.9,2.927,2.728,0.199,0,-0,0,0,-0,0
12,15,28.8,3,121,420.1,11.11,0.7405,0.5414,0.199,-6.746e-17,6.746e-17,0,-2.307e-15,6.277e-15,0
21,3.021,28.8,9.233,609.6,2385,344.8,114.1,4.599,109.5,9.025,104.6,113.6,180.4,87.82,91.55
22,3.021,80.97,24.87,667.9,2418,491.6,162.7,50.07,112.6,52.46,107.6,160.1,96.33,87.82,90.44
22c,3.021,63,24.87,377.3,1568,366.6,121.3,8.702,112.6,9.117,107.6,116.7,96.33,87.82,88.43
23,3.021,63,24.87,377.3,1568,366.6,121.3,8.702,112.6,9.117,107.6,116.7,96.33,87.82,88.43
24,3.021,23.8,9.233,377.3,1603,335.6,111.1,1.543,109.5,1.617,104.6,106.2,96.33,87.82,87.94
31,5.516,63,8.297,641.5,2371,466.2,84.5,40.13,44.37,99.53,75.96,175.5,124.9,86.2,104.6
32,5.516,107,21.78,686.8,2395,677.5,122.8,76.04,46.78,161,80.08,241.1,106.6,86.2,98.84
32c,5.516,105,21.78,482.3,1854,423.8,76.83,30.05,46.78,63.63,80.08,143.7,106.6,86.2,94.19
33,5.516,105,21.78,482.3,1854,423.8,76.83,30.05,46.78,63.63,80.08,143.7,106.6,86.2,94.19
34,5.516,58,8.297,482.3,1890,365,66.17,21.8,44.37,46.15,75.96,122.1,106.6,86.2,92.93
41,0.5,100,1.014,419.2,1307,19.43,38.86,38.86,9.316e-05,0,0,0,0,0,0
42,0.5,100,1.014,2676,7354,261.3,522.6,522.6,9.316e-05,103.6,0,103.6,110.1,0,110.1
