label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,7.93051,40.0,3.0,167.792,0.5723,0.007992,125.125,228.17,2727.85,199.02,2926.88
12,water (source),SRC_HX,source outlet,7.93051,20.01,3.0,84.236,0.2966,0.007944,125.88,226.8,0.0,199.02,199.02
21,R290,SRC_HX,COMP1,2.97097,20.01,7.3171,600.335,2.3908,0.193239,5.175,2066.78,0.0,103064.49,103064.49
22,R290,COMP1,IHX,2.97097,82.81,24.8706,672.87,2.4319,0.057306,17.45,612.92,50930.1,112631.36,163561.46
22c,R290,IHX,cc1,2.97097,63.0,24.8706,377.295,1.5676,0.00702,142.445,75.09,8701.77,112631.36,121333.13
23,R290,cc1,VAL1,2.97097,63.0,24.8706,377.295,1.5676,0.00702,142.445,75.09,8701.77,112631.36,121333.13
24,R290,VAL1,SRC_HX,2.97097,15.01,7.3171,377.295,1.6171,0.07755,12.895,829.43,3780.0,103064.49,106844.49
31,R600a,IHX,COMP2,5.51638,63.0,8.297,641.518,2.3707,0.265424,3.768,5271.04,40134.63,44369.34,84503.97
32,R600a,COMP2,SNK_HX,5.51638,106.96,21.7777,686.848,2.3947,0.088496,11.3,1757.44,76038.09,46780.02,122818.11
32c,R600a,SNK_HX,cc2,5.51638,105.0,21.7777,482.329,1.8539,0.01321,75.701,262.33,30054.47,46780.02,76834.49
33,R600a,cc2,VAL2,5.51638,105.0,21.7777,482.329,1.8539,0.01321,75.701,262.33,30054.47,46780.02,76834.49
34,R600a,VAL2,IHX,5.51638,58.0,8.297,482.329,1.8903,0.130337,7.672,2588.36,21798.06,44369.34,66167.4
41,water (sink),sink inlet,SNK_HX,0.5,100.0,1.0142,419.166,1.3072,0.000522,1916.698,0.94,38857.9,0.09,38858.0
42,water (sink),SNK_HX,sink outlet,0.5,100.0,1.0142,2675.57,7.3541,0.835883,1.196,1504.59,522610.54,0.09,522610.64
