label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,30.0,3.0,126.004,0.4367,0.015064,66.383,813.47,697.18,199.02,896.2
12,water (source),SRC_HX,source outlet,15.0,20.11,3.0,84.642,0.2979,0.015026,66.552,811.4,0.08,199.02,199.1
21,R290,SRC_HX,COMP1,2.95519,20.11,7.3365,600.44,2.3907,0.191711,5.216,2039.55,0.04,103190.48,103190.52
22,R290,COMP1,IHX,2.95519,87.32,26.8946,677.261,2.4337,0.052362,19.098,557.06,54388.43,113032.31,167420.74
22c,R290,IHX,cc1,2.95519,67.0,26.8946,390.496,1.6053,0.007138,140.096,75.94,10476.93,113032.31,123509.23
23,R290,cc1,VAL1,2.95519,67.0,26.8946,390.496,1.6053,0.007138,140.096,75.94,10476.93,113032.31,123509.23
24,R290,VAL1,SRC_HX,2.95519,15.11,7.3365,390.496,1.6627,0.08361,11.96,889.5,3481.35,103190.48,106671.83
31,R600,IHX,COMP2,4.90446,67.0,6.7003,683.402,2.4862,0.305022,3.278,5385.5,48413.76,29458.27,77872.03
32,R600,COMP2,SNK_HX,4.90446,115.46,20.2302,737.919,2.5143,0.089375,11.189,1578.01,92365.97,31789.28,124155.25
32c,R600,SNK_HX,cc2,4.90446,115.0,20.2302,510.611,1.9287,0.011216,89.161,198.03,36731.57,31789.28,68520.84
33,R600,cc2,VAL2,4.90446,115.0,20.2302,510.611,1.9287,0.011216,89.161,198.03,36731.57,31789.28,68520.84
34,R600,VAL2,IHX,4.90446,62.0,6.7003,510.611,1.9709,0.150658,6.638,2660.02,26692.51,29458.27,56150.77
41,water (sink),sink inlet,SNK_HX,0.5,110.0,1.4338,461.415,1.4188,0.000526,1901.896,0.95,48344.92,42.13,48387.05
42,water (sink),SNK_HX,sink outlet,0.5,110.0,1.4338,2691.061,7.2381,0.604646,1.654,1088.36,572077.54,42.13,572119.67
