Connection,m [kg/s],T [°C],p [bar],h [kJ/kg],s [J/kgK],E [kW],e^PH [kJ/kg],e^T [kJ/kg],e^M [kJ/kg],C^T [EUR/h],C^M [EUR/h],C^TOT [EUR/h],c^T [EUR/GJ_ex],c^M [EUR/GJ_ex],c^TOT [EUR/GJ_ex]
11,15,20,3,84.19,296.4,2.985,0.199,-6.032e-11,0.199,0,-0,0,-0,-0,0
12,15,10.01,3,42.34,151.1,13.94,0.9295,0.7305,0.199,34.14,-7.171e-17,34.14,865.4,-6.672e-15,680.1
21,3.057,10.01,5.512,589.3,2399,273.8,89.58,0.3125,89.26,0.8719,75.24,76.12,253.6,76.61,77.22
22,3.057,87.47,25.87,681.5,2451,509.5,166.7,53.86,112.8,45.4,95.11,140.5,76.61,76.61,76.61
22c,3.057,65,25.87,383.9,1586,374.1,122.4,9.566,112.8,8.063,95.11,103.2,76.61,76.61,76.61
23,3.057,65,25.87,383.9,1586,374.1,122.4,9.566,112.8,8.063,95.11,103.2,76.61,76.61,76.61
24,3.057,5.006,5.512,383.9,1661,307.4,100.6,11.3,89.26,31.54,75.24,106.8,253.6,76.61,96.5
31,4.503,65,6.382,680.6,2484,341,75.74,46.33,29.4,74.45,36.82,111.3,99.13,77.25,90.64
32,4.503,105.9,16.8,729.1,2509,525.6,116.7,85.51,31.2,123.5,39.07,162.6,89.11,77.25,85.94
32c,4.503,105,16.8,478.5,1847,271.9,60.39,29.19,31.2,42.17,39.07,81.24,89.11,77.25,82.98
33,4.503,105,16.8,478.5,1847,271.9,60.39,29.19,31.2,42.17,39.07,81.24,89.11,77.25,82.98
34,4.503,60,6.382,478.5,1878,231.5,51.41,22.01,29.4,31.79,36.82,68.61,89.11,77.25,82.33
41,0.5,100,1.014,419.2,1307,19.43,38.86,38.86,9.316e-05,0,0,0,0,0,0
42,0.5,100,1.014,2676,7354,261.3,522.6,522.6,9.316e-05,85.58,0,119.7,90.97,0,127.3
