name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,173.1497,2.9528,-14.2892,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,295.6711,3.1027,-14.7588,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-832.5308,79.7198,81.6762,18.87,5.0,5.0,10.4432,1.0,1.0,0.9519,0.7957,,,,,
SNK_HX,HeatExchanger,,,,,-1128.2019,196.9704,224.9645,6.523,5.0,5.0,5.7278,1.0,1.0,0.9227,0.9941,,,,,
SRC_HX,HeatExchanger,,,,,-659.381,91.4606,72.8425,9.99,5.0,5.0,7.2095,1.0,1.0,0.6662,0.9286,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.3387,14.2892,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.3223,14.7588,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
