name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,220.7125,2.5452,-22.8518,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,164.2819,1.9998,-10.1143,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-950.5412,92.7602,90.5366,18.2897,5.0,5.0,10.2473,1.0,1.0,0.9132,0.8265,,,,,
SNK_HX,HeatExchanger,,,,,-1114.8231,187.3953,222.0477,7.0112,5.0,5.0,5.949,1.0,1.0,0.9331,0.9934,,,,,
SRC_HX,HeatExchanger,,,,,-729.8287,92.9074,75.9769,11.6336,5.0,5.0,7.8554,1.0,1.0,0.6995,0.8693,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.3929,22.8518,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.5,10.1143,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
