name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,273.3294,5.9362,-35.9566,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,153.1456,1.9837,-8.3312,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-975.0562,28.1963,76.3514,112.743,5.0,5.0,34.581,1.0,1.0,0.9784,0.4571,,,,,
SNK_HX,HeatExchanger,,,,,-1128.2019,191.7286,224.9668,6.8673,5.0,5.0,5.8844,1.0,1.0,0.9417,0.9938,,,,,
SRC_HX,HeatExchanger,,,,,-701.7268,41.6983,38.5668,39.99,5.0,5.0,16.8287,1.0,1.0,0.8887,0.8965,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.1685,35.9566,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.5041,8.3312,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
