label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,20.0,3.0,84.194,0.2964,0.015026,66.553,811.38,-0.0,199.02,199.02
12,water (source),SRC_HX,source outlet,15.0,10.85,3.0,45.861,0.1636,0.015004,66.648,810.23,611.49,199.02,810.51
21,R1270,SRC_HX,COMP1,2.28518,10.85,6.9278,591.539,2.4029,0.161325,6.199,1327.17,251.05,105978.86,106229.91
22,R1270,COMP1,IHX,2.28518,78.86,23.7821,668.875,2.4473,0.050718,19.717,417.24,42908.54,127652.1,170560.64
22c,R1270,IHX,cc1,2.28518,52.0,23.7821,339.918,1.4556,0.005024,199.034,41.33,4678.34,127652.1,132330.44
23,R1270,cc1,VAL1,2.28518,52.0,23.7821,339.918,1.4556,0.005024,199.034,41.33,4678.34,127652.1,132330.44
24,R1270,VAL1,SRC_HX,2.28518,5.85,6.9278,339.918,1.5013,0.056215,17.789,462.46,12935.92,105978.86,118914.78
31,R600,IHX,COMP2,4.96735,52.0,4.5807,661.944,2.4692,0.448677,2.229,8023.45,32302.3,29092.29,61394.58
32,R600,COMP2,SNK_HX,4.96735,115.0,20.2302,735.041,2.5069,0.089555,11.166,1601.46,91660.99,31789.28,123450.27
32c,R600,SNK_HX,cc2,4.96735,115.0,20.2302,510.611,1.9287,0.01136,88.032,203.14,36731.57,31789.28,68520.84
33,R600,cc2,VAL2,4.96735,115.0,20.2302,510.611,1.9287,0.01136,88.032,203.14,36731.57,31789.28,68520.84
34,R600,VAL2,IHX,4.96735,47.0,4.5807,510.611,1.9968,0.25833,3.871,4619.57,19469.95,29092.29,48562.24
41,water (sink),sink inlet,SNK_HX,0.5,110.0,1.4338,461.415,1.4188,0.000526,1901.896,0.95,48344.92,42.13,48387.05
42,water (sink),SNK_HX,sink outlet,0.5,110.0,1.4338,2691.061,7.2381,0.604646,1.654,1088.36,572077.54,42.13,572119.67
