name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,271.0611,4.2479,-28.9778,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,280.8877,2.9191,-15.8874,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-820.1693,60.0507,72.6413,29.0165,5.0,5.0,13.658,1.0,1.0,0.9323,0.7042,,,,,
SNK_HX,HeatExchanger,,,,,-1101.057,199.4551,219.8323,6.0756,5.0,5.0,5.5203,1.0,1.0,0.9184,0.9941,,,,,
SRC_HX,HeatExchanger,,,,,-549.1082,39.3632,35.6881,29.99,5.0,5.0,13.9498,1.0,1.0,0.8569,0.7703,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.2354,28.9778,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.3426,15.8874,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
