name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,165.0513,4.3478,-17.3441,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,343.4423,3.6959,-15.8853,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-784.7595,25.8821,67.4102,93.9354,5.0,5.0,30.3206,1.0,1.0,0.9814,0.4161,,,,,
SNK_HX,HeatExchanger,,,,,-1128.2019,203.0379,225.2333,6.1531,5.0,5.0,5.5566,1.0,1.0,0.9223,0.9944,,,,,
SRC_HX,HeatExchanger,,,,,-619.7082,86.5641,68.5672,9.8646,5.0,5.0,7.159,1.0,1.0,0.6631,0.9757,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.23,17.3441,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.2706,15.8853,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
