label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,20.0,3.0,84.194,0.2964,0.015026,66.553,811.38,-0.0,199.02,199.02
12,water (source),SRC_HX,source outlet,15.0,10.86,3.0,45.919,0.1638,0.015004,66.648,810.23,609.63,199.02,808.66
21,R290,SRC_HX,COMP1,3.02841,10.86,5.6517,590.228,2.3983,0.253598,3.943,2764.79,261.87,90506.3,90768.17
22,R290,COMP1,IHX,3.02841,92.84,28.4931,686.448,2.4513,0.051341,19.478,559.74,58080.06,113348.64,171428.7
22c,R290,IHX,cc1,3.02841,70.0,28.4931,400.646,1.6338,0.007445,134.311,81.17,11935.65,113348.64,125284.29
23,R290,cc1,VAL1,3.02841,70.0,28.4931,400.646,1.6338,0.007445,134.311,81.17,11935.65,113348.64,125284.29
24,R290,VAL1,SRC_HX,3.02841,5.86,5.6517,400.646,1.7191,0.128081,7.808,1396.38,9786.37,90506.3,100292.67
31,R600,IHX,COMP2,4.88935,70.0,7.1991,687.634,2.4898,0.283075,3.533,4982.59,51496.11,29544.35,81040.47
32,R600,COMP2,SNK_HX,4.88935,115.69,20.2302,738.622,2.5161,0.089321,11.196,1572.2,92538.73,31789.28,124328.01
32c,R600,SNK_HX,cc2,4.88935,115.0,20.2302,510.611,1.9287,0.011181,89.436,196.81,36731.57,31789.28,68520.84
33,R600,cc2,VAL2,4.88935,115.0,20.2302,510.611,1.9287,0.011181,89.436,196.81,36731.57,31789.28,68520.84
34,R600,VAL2,IHX,4.88935,65.0,7.1991,510.611,1.9666,0.134911,7.412,2374.65,27871.08,29544.35,57415.43
41,water (sink),sink inlet,SNK_HX,0.5,110.0,1.4338,461.415,1.4188,0.000526,1901.896,0.95,48344.92,42.13,48387.05
42,water (sink),SNK_HX,sink outlet,0.5,110.0,1.4338,2691.061,7.2381,0.604646,1.654,1088.36,572077.54,42.13,572119.67
