label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,30.0,3.0,126.004,0.4367,0.015064,66.383,813.47,697.18,199.02,896.2
13,water (source),SRC_HX,source outlet,15.0,20.49,3.0,86.251,0.3034,0.015027,66.546,811.46,1.72,199.02,200.75
21,R290,SRC_HX,COMP1,2.83465,20.49,7.4138,600.856,2.3904,0.181999,5.495,1857.25,0.78,103688.1,103688.88
22,R290,COMP1,IHX,2.83465,87.24,26.8946,677.032,2.433,0.050189,19.925,512.17,54345.7,113032.31,167378.01
22c,R290,IHX,cc1,2.83465,67.0,26.8946,390.496,1.6053,0.006847,146.054,69.87,10476.93,113032.31,123509.23
23,R290,cc1,VAL1,2.83465,67.0,26.8946,390.496,1.6053,0.006847,146.054,69.87,10476.93,113032.31,123509.23
24,R290,VAL1,SRC_HX,2.83465,15.49,7.4138,390.496,1.6619,0.079042,12.651,806.6,3204.19,103688.1,106892.3
31,R600a,IHX,COMP2,6.27311,67.0,9.0999,646.741,2.3753,0.274667,3.641,6202.86,43879.98,44513.24,88393.23
32,R600a,COMP2,SNK_HX,6.27311,117.41,26.0191,694.978,2.4001,0.079539,12.572,1796.24,81828.66,47536.22,129364.88
32c,R600a,SNK_HX,cc2,6.27311,115.0,26.0191,517.263,1.9423,0.016111,62.068,363.85,38311.81,47536.22,85848.03
33,R600a,cc2,VAL2,6.27311,115.0,26.0191,517.263,1.9423,0.016111,62.068,363.85,38311.81,47536.22,85848.03
34,R600a,VAL2,IHX,6.27311,62.0,9.0999,517.263,1.9892,0.159676,6.263,3605.99,27584.99,44513.24,72098.23
41,water (sink),sink inlet,SNK_HX,0.5,110.0,1.4338,461.415,1.4188,0.000526,1901.896,0.95,48344.92,42.13,48387.05
43,water (sink),SNK_HX,sink outlet,0.5,110.0,1.4338,2691.061,7.2381,0.604646,1.654,1088.36,572077.54,42.13,572119.67
