name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,171.186,3.8408,-15.6564,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,425.7658,4.8746,-19.2084,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-675.2913,60.0981,65.5565,21.2676,5.0,5.0,11.2365,1.0,1.0,0.9534,0.7393,,,,,
SNK_HX,HeatExchanger,,,,,-1101.057,220.2114,220.2114,5.0,5.0,5.0,5.0,1.0,1.0,0.9165,0.9951,,,,,
SRC_HX,HeatExchanger,,,,,-504.1052,69.8838,55.661,10.0,5.0,5.0,7.2135,1.0,1.0,0.6661,0.9297,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.2604,15.6564,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.2051,19.2084,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
