label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.81074,30.0,3.0,126.004,0.4367,0.015878,62.979,903.78,697.18,199.02,896.2
12,water (source),SRC_HX,source outlet,15.81074,20.01,3.0,84.236,0.2966,0.015838,63.14,901.46,0.0,199.02,199.02
21,R1270,SRC_HX,COMP1,2.9272,20.01,8.9222,599.927,2.389,0.160965,6.213,1696.24,0.0,118692.31,118692.31
22,R1270,COMP1,IHX,2.9272,89.02,29.6319,674.321,2.4305,0.050751,19.704,534.81,52166.9,128777.69,180944.59
22c,R1270,IHX,cc1,2.9272,63.0,29.6319,374.327,1.5556,0.006827,146.475,71.94,8632.23,128777.69,137409.92
23,R1270,cc1,VAL1,2.9272,63.0,29.6319,374.327,1.5556,0.006827,146.475,71.94,8632.23,128777.69,137409.92
24,R1270,VAL1,SRC_HX,2.9272,15.01,8.9222,374.327,1.6064,0.063888,15.652,673.25,3827.16,118692.31,122519.47
31,R600a,IHX,COMP2,5.51638,63.0,8.297,641.518,2.3707,0.265424,3.768,5271.04,40134.63,44369.34,84503.97
32,R600a,COMP2,SNK_HX,5.51638,106.96,21.7777,686.848,2.3947,0.088496,11.3,1757.44,76038.09,46780.02,122818.11
32c,R600a,SNK_HX,cc2,5.51638,105.0,21.7777,482.329,1.8539,0.01321,75.701,262.33,30054.47,46780.02,76834.49
33,R600a,cc2,VAL2,5.51638,105.0,21.7777,482.329,1.8539,0.01321,75.701,262.33,30054.47,46780.02,76834.49
34,R600a,VAL2,IHX,5.51638,58.0,8.297,482.329,1.8903,0.130337,7.672,2588.36,21798.06,44369.34,66167.4
41,water (sink),sink inlet,SNK_HX,0.5,100.0,1.0142,419.166,1.3072,0.000522,1916.698,0.94,38857.9,0.09,38858.0
42,water (sink),SNK_HX,sink outlet,0.5,100.0,1.0142,2675.57,7.3541,0.835883,1.196,1504.59,522610.54,0.09,522610.64
