label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,3.78988,60.0,3.0,251.416,0.8311,0.003854,259.449,52.59,10467.41,199.02,10666.43
12,water (source),SRC_HX,source outlet,3.78988,20.01,3.0,84.236,0.2966,0.003796,263.411,51.8,0.0,199.02,199.02
21,R290,SRC_HX,COMP1,3.95387,20.01,7.3171,600.335,2.3908,0.257169,3.888,3660.52,0.0,103064.49,103064.49
22,R290,COMP1,IHX,3.95387,103.23,34.9971,691.909,2.4398,0.052324,19.112,744.77,65631.04,114633.22,180264.26
22c,R290,IHX,cc1,3.95387,81.0,34.9971,440.089,1.7422,0.010498,95.256,149.43,18331.39,114633.22,132964.61
23,R290,cc1,VAL1,3.95387,81.0,34.9971,440.089,1.7422,0.010498,95.256,149.43,18331.39,114633.22,132964.61
24,R290,VAL1,SRC_HX,3.95387,15.01,7.3171,440.089,1.835,0.146352,6.833,2083.16,2692.62,103064.49,105757.11
31,R600,IHX,COMP2,4.43704,81.0,9.2657,702.91,2.5035,0.198985,5.025,3178.46,62406.96,29900.91,92307.86
32,R600,COMP2,SNK_HX,4.43704,107.24,16.8006,732.782,2.5193,0.102779,9.73,1641.72,86362.21,31199.21,117561.42
32c,R600,SNK_HX,cc2,4.43704,105.0,16.8006,478.513,1.8469,0.009693,103.17,154.83,29194.29,31199.21,60393.49
33,R600,cc2,VAL2,4.43704,105.0,16.8006,478.513,1.8469,0.009693,103.17,154.83,29194.29,31199.21,60393.49
34,R600,VAL2,IHX,4.43704,76.0,9.2657,478.513,1.8611,0.061737,16.198,986.15,26349.39,29900.91,56250.3
41,water (sink),sink inlet,SNK_HX,0.5,100.0,1.0142,419.166,1.3072,0.000522,1916.698,0.94,38857.9,0.09,38858.0
42,water (sink),SNK_HX,sink outlet,0.5,100.0,1.0142,2675.57,7.3541,0.835883,1.196,1504.59,522610.54,0.09,522610.64
