label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,50.0,3.0,209.59,0.7037,0.01518,65.875,819.74,6009.15,199.02,6208.17
12,water (source),SRC_HX,source outlet,15.0,38.39,3.0,161.081,0.5508,0.015107,66.194,815.79,2315.38,199.02,2514.4
21,R717,SRC_HX,COMP1,0.79963,38.39,12.8884,1649.783,5.7625,0.082401,12.136,237.21,51630.21,293625.88,345256.09
22,R717,COMP1,IHX,0.79963,156.26,45.1286,1887.365,5.8752,0.032354,30.908,93.14,250912.03,298892.19,549804.22
22c,R717,IHX,cc1,0.79963,79.0,45.1286,739.822,2.7234,0.001571,636.573,4.52,27320.52,298892.19,326212.71
23,R717,cc1,VAL1,0.79963,79.0,45.1286,739.822,2.7234,0.001571,636.573,4.52,27320.52,298892.19,326212.71
24,R717,VAL1,SRC_HX,0.79963,33.39,12.8884,739.822,2.7945,0.017818,56.124,51.29,11745.74,293625.88,305371.62
31,R600,IHX,COMP2,4.84089,79.0,8.8609,700.165,2.501,0.227245,4.401,3960.25,60468.95,29831.09,90300.04
32,R600,COMP2,SNK_HX,4.84089,116.46,20.2302,740.904,2.522,0.089144,11.218,1553.52,93102.13,31789.28,124891.41
32c,R600,SNK_HX,cc2,4.84089,115.0,20.2302,510.611,1.9287,0.01107,90.332,192.92,36731.57,31789.28,68520.84
33,R600,cc2,VAL2,4.84089,115.0,20.2302,510.611,1.9287,0.01107,90.332,192.92,36731.57,31789.28,68520.84
34,R600,VAL2,IHX,4.84089,74.0,8.8609,510.611,1.9552,0.095993,10.417,1672.88,30916.69,29831.09,60747.78
41,water (sink),sink inlet,SNK_HX,0.5,110.0,1.4338,461.415,1.4188,0.000526,1901.896,0.95,48344.92,42.13,48387.05
42,water (sink),SNK_HX,sink outlet,0.5,110.0,1.4338,2691.061,7.2381,0.604646,1.654,1088.36,572077.54,42.13,572119.67
