name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,274.4428,5.1384,-29.9648,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,349.4747,2.8395,-20.0049,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-751.5824,52.2995,65.9505,31.4081,5.0,5.0,14.3707,1.0,1.0,0.9355,0.5884,,,,,
SNK_HX,HeatExchanger,,,,,-1101.057,165.8941,213.2945,8.5977,5.0,5.0,6.6371,1.0,1.0,0.8613,0.9917,,,,,
SRC_HX,HeatExchanger,,,,,-477.1395,76.8527,58.5531,7.5976,5.0,5.0,6.2085,1.0,1.0,0.6026,0.931,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.1946,29.9648,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.3522,20.0049,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
