label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,40.0,3.0,167.792,0.5723,0.015116,66.154,816.28,2727.85,199.02,2926.88
12,water (source),SRC_HX,source outlet,15.0,28.99,3.0,121.794,0.4228,0.01506,66.403,813.22,565.11,199.02,764.13
21,R717,SRC_HX,COMP1,0.76812,28.99,9.7194,1643.684,5.8644,0.104223,9.595,288.2,16181.21,293106.91,309288.12
22,R717,COMP1,IHX,0.76812,177.05,46.0954,1947.32,6.0024,0.032639,30.639,90.25,273408.01,299049.72,572457.73
22c,R717,IHX,cc1,0.76812,80.0,46.0954,745.433,2.7388,0.001515,659.946,4.19,28267.87,299049.72,327317.59
23,R717,cc1,VAL1,0.76812,80.0,46.0954,745.433,2.7388,0.001515,659.946,4.19,28267.87,299049.72,327317.59
24,R717,VAL1,SRC_HX,0.76812,23.99,9.7194,745.433,2.8419,0.025864,38.664,71.52,3985.92,293106.91,297092.83
31,R600,IHX,COMP2,4.8353,80.0,9.0616,701.54,2.5023,0.221848,4.508,3861.73,61440.51,29865.71,91306.22
32,R600,COMP2,SNK_HX,4.8353,116.55,20.2302,741.17,2.5227,0.089123,11.221,1551.37,93168.01,31789.28,124957.29
32c,R600,SNK_HX,cc2,4.8353,115.0,20.2302,510.611,1.9287,0.011058,90.436,192.48,36731.57,31789.28,68520.84
33,R600,cc2,VAL2,4.8353,115.0,20.2302,510.611,1.9287,0.011058,90.436,192.48,36731.57,31789.28,68520.84
34,R600,VAL2,IHX,4.8353,75.0,9.0616,510.611,1.9541,0.09233,10.831,1607.2,31211.39,29865.71,61077.11
41,water (sink),sink inlet,SNK_HX,0.5,110.0,1.4338,461.415,1.4188,0.000526,1901.896,0.95,48344.92,42.13,48387.05
42,water (sink),SNK_HX,sink outlet,0.5,110.0,1.4338,2691.061,7.2381,0.604646,1.654,1088.36,572077.54,42.13,572119.67
