name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,219.8225,3.6261,-23.3823,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,309.4647,2.9351,-17.3192,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-805.3584,60.1196,72.5197,28.2662,4.9637,5.0,13.3959,0.9907,0.9835,0.9443,0.68,,,,,
SNK_HX,HeatExchanger,,,,,-1114.8231,175.3632,208.1876,7.9403,5.0,5.0521,6.3572,0.9905,1.0,0.9031,0.9926,,,,,
SRC_HX,HeatExchanger,,,,,-585.5359,80.8692,66.4089,10.0674,5.0,5.0,7.2405,1.0,0.9807,0.651,0.9212,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.2838,22.9073,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.3497,16.9192,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
