label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,30.0,3.0,126.004,0.4367,0.015064,66.383,813.47,697.18,199.02,896.2
13,water (source),SRC_HX,source outlet,15.0,20.27,3.0,85.312,0.3002,0.015026,66.55,811.43,0.51,199.02,199.53
21,R290,SRC_HX,COMP1,3.34429,20.27,7.3686,600.613,2.3906,0.21602,4.629,2600.76,0.23,103397.95,103398.18
22,R290,COMP1,IHX,3.34429,96.35,31.3188,685.679,2.437,0.050092,19.963,603.08,60955.09,113907.26,174862.35
22c,R290,IHX,cc1,3.34429,75.0,31.3188,418.1,1.6823,0.008492,117.756,102.24,14627.29,113907.26,128534.55
23,R290,cc1,VAL1,3.34429,75.0,31.3188,418.1,1.6823,0.008492,117.756,102.24,14627.29,113907.26,128534.55
24,R290,VAL1,SRC_HX,3.34429,15.27,7.3686,418.1,1.7581,0.109994,9.091,1324.26,2912.92,103397.95,106310.87
31,R600,IHX,COMP2,4.8629,75.0,8.0908,694.63,2.496,0.25036,3.994,4382.9,56531.77,29698.23,86230.0
32,R600,COMP2,SNK_HX,4.8629,116.11,20.2302,739.862,2.5193,0.089225,11.208,1562.01,92844.46,31789.28,124633.74
32c,R600,SNK_HX,cc2,4.8629,115.0,20.2302,510.611,1.9287,0.011121,89.923,194.68,36731.57,31789.28,68520.84
33,R600,cc2,VAL2,4.8629,115.0,20.2302,510.611,1.9287,0.011121,89.923,194.68,36731.57,31789.28,68520.84
34,R600,VAL2,IHX,4.8629,70.0,8.0908,510.611,1.96,0.111889,8.937,1958.77,29651.73,29698.23,59349.96
41,water (sink),sink inlet,SNK_HX,0.5,110.0,1.4338,461.415,1.4188,0.000526,1901.896,0.95,48344.92,42.13,48387.05
43,water (sink),SNK_HX,sink outlet,0.5,110.0,1.4338,2691.061,7.2381,0.604646,1.654,1088.36,572077.54,42.13,572119.67
