name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,174.0917,3.3323,-17.0659,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,375.2409,4.0775,-18.2393,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-725.8161,67.7476,70.7061,19.6785,5.0,5.0,10.7135,1.0,1.0,0.948,0.7639,,,,,
SNK_HX,HeatExchanger,,,,,-1101.057,218.8798,220.21,5.061,5.0,5.0,5.0304,1.0,1.0,0.9171,0.9951,,,,,
SRC_HX,HeatExchanger,,,,,-551.7244,76.5279,60.9764,9.99,5.0,5.0,7.2095,1.0,1.0,0.6662,0.9231,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.3001,17.0659,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.2452,18.2393,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
