label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,30.0,3.0,126.004,0.4367,0.015064,66.383,813.47,697.18,199.02,896.2
12,water (source),SRC_HX,source outlet,15.0,19.55,3.0,82.328,0.29,0.015024,66.559,811.31,1.42,199.02,200.44
21,R290,SRC_HX,COMP1,3.28895,19.55,7.2264,599.84,2.3911,0.216569,4.617,2564.22,0.64,102470.34,102470.98
22,R290,COMP1,IHX,3.28895,90.84,28.4931,680.846,2.436,0.054769,18.258,648.48,56977.49,113348.64,170326.14
22c,R290,IHX,cc1,3.28895,70.0,28.4931,400.646,1.6338,0.008086,123.671,95.74,11935.65,113348.64,125284.29
23,R290,cc1,VAL1,3.28895,70.0,28.4931,400.646,1.6338,0.008086,123.671,95.74,11935.65,113348.64,125284.29
24,R290,VAL1,SRC_HX,3.28895,14.55,7.2264,400.646,1.6991,0.100883,9.913,1194.47,3688.99,102470.34,106159.33
31,R600a,IHX,COMP2,5.47617,70.0,9.7386,650.615,2.3787,0.223584,4.473,4407.78,46632.21,44627.67,91259.89
32,R600a,COMP2,SNK_HX,5.47617,107.45,21.7777,688.349,2.3986,0.088369,11.316,1742.12,76382.43,46780.02,123162.45
32c,R600a,SNK_HX,cc2,5.47617,105.0,21.7777,482.329,1.8539,0.013114,76.257,258.52,30054.47,46780.02,76834.49
33,R600a,cc2,VAL2,5.47617,105.0,21.7777,482.329,1.8539,0.013114,76.257,258.52,30054.47,46780.02,76834.49
34,R600a,VAL2,IHX,5.47617,65.0,9.7386,482.329,1.8813,0.100145,9.986,1974.28,24168.06,44627.67,68795.74
41,water (sink),sink inlet,SNK_HX,0.5,100.0,1.0142,419.166,1.3072,0.000522,1916.698,0.94,38857.9,0.09,38858.0
42,water (sink),SNK_HX,sink outlet,0.5,100.0,1.0142,2675.57,7.3541,0.835883,1.196,1504.59,522610.54,0.09,522610.64
