Connection,m [kg/s],T [°C],p [bar],h [kJ/kg],s [J/kgK],E [kW],e^PH [kJ/kg],e^T [kJ/kg],e^M [kJ/kg],C^T [EUR/h],C^M [EUR/h],C^TOT [EUR/h],c^T [EUR/GJ_ex],c^M [EUR/GJ_ex],c^TOT [EUR/GJ_ex]
11,15,40,3,167.8,572.3,43.9,2.927,2.728,0.199,0,-0,0,0,-0,0
13,15,29.94,3,125.7,435.8,13.31,0.8875,0.6885,0.199,7.482e-14,1.214e-16,7.494e-14,2.012e-12,1.129e-14,1.564e-12
21,3.615,29.94,9.505,610.8,2384,417.5,115.5,5.921,109.6,11.48,126.8,138.3,148.9,88.94,92.02
22,3.615,100.3,34.36,685.2,2424,644.1,178.1,63.64,114.5,78.29,132.6,210.8,94.52,88.94,90.93
22c,3.615,80,34.36,436.3,1732,477.9,132.2,17.68,114.5,21.74,132.6,154.3,94.52,88.94,89.69
23,3.615,80,34.36,436.3,1732,477.9,132.2,17.68,114.5,21.74,132.6,154.3,94.52,88.94,89.69
24,3.615,24.94,9.505,436.3,1799,406.8,112.5,2.95,109.6,3.629,126.8,130.5,94.52,88.94,89.09
31,6.165,80,12.11,663.2,2390,619.6,100.5,55.45,45.05,146.9,89.07,236,119.4,89.07,105.8
32,6.165,118.3,26.02,698.1,2408,802.4,130.1,82.61,47.54,200.6,93.98,294.6,109.4,89.07,102
32c,6.165,115,26.02,517.3,1942,529.3,85.85,38.31,47.54,93.03,93.98,187,109.4,89.07,98.14
33,6.165,115,26.02,517.3,1942,529.3,85.85,38.31,47.54,93.03,93.98,187,109.4,89.07,98.14
34,6.165,75,12.11,517.3,1971,477.1,77.38,32.32,45.05,78.49,89.07,167.6,109.4,89.07,97.56
41,0.5,110,1.434,461.4,1419,24.19,48.39,48.34,0.04213,0,0,0,0,0,0
43,0.5,110,1.434,2691,7238,286.1,572.1,572.1,0.04213,114.5,-0,114.5,111.2,-0,111.2
