label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,60.0,3.0,251.416,0.8311,0.015255,65.552,823.77,10467.41,199.02,10666.43
12,water (source),SRC_HX,source outlet,15.0,47.68,3.0,199.909,0.6736,0.015165,65.943,818.88,5142.06,199.02,5341.08
21,R1270,SRC_HX,COMP1,4.21497,47.68,17.5089,621.144,2.3512,0.1152,8.681,1748.03,24566.13,126440.92,151007.05
22,R1270,COMP1,IHX,4.21497,103.39,41.5386,671.612,2.3781,0.047522,21.043,721.09,62525.94,131057.98,193583.92
22c,R1270,IHX,cc1,4.21497,81.0,41.5386,437.846,1.731,0.01126,88.807,170.86,18466.9,131057.98,149524.87
23,R1270,cc1,VAL1,4.21497,81.0,41.5386,437.846,1.731,0.01126,88.807,170.86,18466.9,131057.98,149524.87
24,R1270,VAL1,SRC_HX,4.21497,42.68,17.5089,437.846,1.7711,0.051708,19.339,784.62,11318.98,126440.92,137759.9
31,R600a,IHX,COMP2,5.41082,81.0,12.3649,664.43,2.3913,0.171819,5.82,3346.86,56299.22,45097.97,101397.19
32,R600a,COMP2,SNK_HX,5.41082,108.27,21.7777,690.838,2.4052,0.088154,11.344,1717.14,76956.18,46780.02,123736.21
32c,R600a,SNK_HX,cc2,5.41082,105.0,21.7777,482.329,1.8539,0.012957,77.178,252.39,30054.47,46780.02,76834.49
33,R600a,cc2,VAL2,5.41082,105.0,21.7777,482.329,1.8539,0.012957,77.178,252.39,30054.47,46780.02,76834.49
34,R600a,VAL2,IHX,5.41082,76.0,12.3649,482.329,1.87,0.06447,15.511,1255.81,27022.98,45097.97,72120.95
41,water (sink),sink inlet,SNK_HX,0.5,100.0,1.0142,419.166,1.3072,0.000522,1916.698,0.94,38857.9,0.09,38858.0
42,water (sink),SNK_HX,sink outlet,0.5,100.0,1.0142,2675.57,7.3541,0.835883,1.196,1504.59,522610.54,0.09,522610.64
