name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,206.4389,3.6127,-45.2368,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,200.6131,1.8807,-14.4607,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-900.4439,33.8891,72.7701,77.9937,5.0,5.0,26.5703,1.0,1.0,0.9714,0.3927,,,,,
SNK_HX,HeatExchanger,,,,,-1101.057,154.9052,210.0471,9.7385,5.0,5.0,7.1079,1.0,1.0,0.8652,0.9906,,,,,
SRC_HX,HeatExchanger,,,,,-694.005,90.9081,73.401,11.0623,5.0,5.0,7.6341,1.0,1.0,0.6888,0.9576,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.2768,45.2368,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.5317,14.4607,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
