label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,30.0,3.0,126.004,0.4367,0.015064,66.383,813.47,697.18,199.02,896.2
12,water (source),SRC_HX,source outlet,15.0,19.6,3.0,82.512,0.2907,0.015024,66.559,811.31,1.15,199.02,200.18
21,R1270,SRC_HX,COMP1,3.23243,19.6,8.8244,599.561,2.3896,0.179713,5.564,2091.28,0.5,118151.11,118151.61
22,R1270,COMP1,IHX,3.23243,97.79,33.8852,682.84,2.4349,0.048894,20.452,568.97,58561.45,129593.88,188155.33
22c,R1270,IHX,cc1,3.23243,70.0,33.8852,397.741,1.6216,0.007889,126.759,91.8,11898.41,129593.88,141492.28
23,R1270,cc1,VAL1,3.23243,70.0,33.8852,397.741,1.6216,0.007889,126.759,91.8,11898.41,129593.88,141492.28
24,R1270,VAL1,SRC_HX,3.23243,14.6,8.8244,397.741,1.6885,0.082791,12.079,963.42,3709.85,118151.11,121860.96
31,R600a,IHX,COMP2,5.47617,70.0,9.7386,650.615,2.3787,0.223584,4.473,4407.78,46632.21,44627.67,91259.89
32,R600a,COMP2,SNK_HX,5.47617,107.45,21.7777,688.349,2.3986,0.088369,11.316,1742.12,76382.43,46780.02,123162.45
32c,R600a,SNK_HX,cc2,5.47617,105.0,21.7777,482.329,1.8539,0.013114,76.257,258.52,30054.47,46780.02,76834.49
33,R600a,cc2,VAL2,5.47617,105.0,21.7777,482.329,1.8539,0.013114,76.257,258.52,30054.47,46780.02,76834.49
34,R600a,VAL2,IHX,5.47617,65.0,9.7386,482.329,1.8813,0.100145,9.986,1974.28,24168.06,44627.67,68795.74
41,water (sink),sink inlet,SNK_HX,0.5,100.0,1.0142,419.166,1.3072,0.000522,1916.698,0.94,38857.9,0.09,38858.0
42,water (sink),SNK_HX,sink outlet,0.5,100.0,1.0142,2675.57,7.3541,0.835883,1.196,1504.59,522610.54,0.09,522610.64
