label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,60.0,3.0,251.416,0.8311,0.015255,65.552,823.77,10467.41,199.02,10666.43
13,water (source),SRC_HX,source outlet,15.0,49.41,3.0,207.135,0.6961,0.015176,65.892,819.52,5783.24,199.02,5982.26
21,R717,SRC_HX,COMP1,0.74467,49.04,17.3627,1654.336,5.6517,0.057121,17.507,153.13,87926.18,294358.21,382284.39
22,R717,COMP1,IHX,0.74467,147.29,49.3811,1848.195,5.7453,0.026139,38.256,70.08,249138.63,299585.0,548723.63
22c,R717,IHX,cc1,0.74467,82.99,49.0811,762.383,2.7849,0.001488,672.118,3.99,31210.58,299536.14,330746.72
23,R717,cc1,VAL1,0.74467,82.99,49.0811,762.383,2.7849,0.001488,672.118,3.99,31210.58,299536.14,330746.72
24,R717,VAL1,SRC_HX,0.74467,44.41,17.5377,762.383,2.8393,0.011448,87.355,30.69,20417.94,294386.84,314804.78
31,R600a,IHX,COMP2,7.40613,82.44,12.7432,666.182,2.3929,0.227682,4.392,6070.48,57512.58,45165.67,102678.25
32,R600a,COMP2,SNK_HX,7.40613,129.55,31.1303,705.674,2.4125,0.074097,13.496,1975.59,87961.76,48446.08,136407.84
32c,R600a,SNK_HX,cc2,7.40613,125.0,30.8803,557.006,2.04,0.021125,47.338,563.23,48542.55,48401.61,96944.15
33,R600a,cc2,VAL2,7.40613,125.0,30.8803,557.006,2.04,0.021125,47.338,563.23,48542.55,48401.61,96944.15
34,R600a,VAL2,IHX,7.40613,78.0,12.8932,557.006,2.0809,0.139948,7.146,3731.31,39768.61,45192.52,84961.12
41,water (sink),sink inlet,SNK_HX,0.5,120.0,1.9867,503.812,1.5279,0.00053,1886.213,0.95,58708.67,97.52,58806.2
43,water (sink),SNK_HX,sink outlet,0.5,120.0,1.9867,2705.926,7.1291,0.445606,2.244,802.09,618829.26,97.52,618926.78
