name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,181.7335,3.0171,-14.445,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,270.6161,3.3019,-11.7124,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-857.5858,81.6359,83.9473,19.054,5.0,5.0,10.505,1.0,1.0,0.952,0.8309,,,,,
SNK_HX,HeatExchanger,,,,,-1128.2019,220.3618,225.6265,5.2414,5.0,5.0,5.1198,1.0,1.0,0.9407,0.9952,,,,,
SRC_HX,HeatExchanger,,,,,-675.8523,89.8495,72.4063,10.7762,5.0,5.0,7.5221,1.0,1.0,0.6828,0.9235,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.3314,14.445,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.3029,11.7124,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
