label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,4.14367,60.0,3.0,251.416,0.8311,0.004214,237.297,62.86,10467.41,199.02,10666.43
12,water (source),SRC_HX,source outlet,4.14367,20.01,3.0,84.236,0.2966,0.004151,240.92,61.92,0.0,199.02,199.02
21,R717,SRC_HX,COMP1,0.7826,20.01,7.2843,1636.244,5.9666,0.140201,7.133,395.0,0.0,271900.35,271900.35
22,R717,COMP1,IHX,0.7826,199.32,47.0775,2010.099,6.1293,0.034828,28.712,98.12,298839.41,299209.75,598049.16
22c,R717,IHX,cc1,0.7826,81.0,47.0775,751.07,2.7542,0.00155,645.027,4.37,29233.15,299209.75,328442.91
23,R717,cc1,VAL1,0.7826,81.0,47.0775,751.07,2.7542,0.00155,645.027,4.37,29233.15,299209.75,328442.91
24,R717,VAL1,SRC_HX,0.7826,15.01,7.2843,751.07,2.8952,0.038924,25.691,109.66,15202.6,271900.35,287102.95
31,R600a,IHX,COMP2,5.41082,81.0,12.3649,664.43,2.3913,0.171819,5.82,3346.86,56299.22,45097.97,101397.19
32,R600a,COMP2,SNK_HX,5.41082,108.27,21.7777,690.838,2.4052,0.088154,11.344,1717.14,76956.18,46780.02,123736.21
32c,R600a,SNK_HX,cc2,5.41082,105.0,21.7777,482.329,1.8539,0.012957,77.178,252.39,30054.47,46780.02,76834.49
33,R600a,cc2,VAL2,5.41082,105.0,21.7777,482.329,1.8539,0.012957,77.178,252.39,30054.47,46780.02,76834.49
34,R600a,VAL2,IHX,5.41082,76.0,12.3649,482.329,1.87,0.06447,15.511,1255.81,27022.98,45097.97,72120.95
41,water (sink),sink inlet,SNK_HX,0.5,100.0,1.0142,419.166,1.3072,0.000522,1916.698,0.94,38857.9,0.09,38858.0
42,water (sink),SNK_HX,sink outlet,0.5,100.0,1.0142,2675.57,7.3541,0.835883,1.196,1504.59,522610.54,0.09,522610.64
