name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,292.5784,6.4629,-39.7932,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,142.8862,1.7612,-9.4128,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-985.3157,27.5111,75.3981,118.3164,5.0,5.0,35.8152,1.0,1.0,0.9779,0.3935,,,,,
SNK_HX,HeatExchanger,,,,,-1128.2019,173.6022,223.11,8.2708,5.0,5.0,6.4988,1.0,1.0,0.9246,0.9925,,,,,
SRC_HX,HeatExchanger,,,,,-692.7373,41.1641,38.0731,39.99,5.0,5.0,16.8287,1.0,1.0,0.8887,0.8942,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.1547,39.7932,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.5678,9.4128,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
