name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,166.207,3.0857,-15.5216,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,361.0305,3.4474,-18.4717,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-753.7925,71.5684,73.8573,19.136,5.0,5.0,10.5325,1.0,1.0,0.95,0.7506,,,,,
SNK_HX,HeatExchanger,,,,,-1114.8231,188.525,221.5137,6.9318,5.0,5.0,5.9134,1.0,1.0,0.9022,0.9935,,,,,
SRC_HX,HeatExchanger,,,,,-587.5855,84.4523,66.5857,9.3696,5.0,5.0,6.9576,1.0,1.0,0.6518,0.9303,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.3241,15.5216,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.2901,18.4717,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
