name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,307.9476,5.5022,-30.4435,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,287.3248,2.9868,-16.0751,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-813.7323,55.6179,70.6668,32.2919,5.0,5.0,14.6308,1.0,1.0,0.936,0.68,,,,,
SNK_HX,HeatExchanger,,,,,-1101.057,200.8197,219.8827,5.9958,5.0,5.0,5.4828,1.0,1.0,0.9183,0.9942,,,,,
SRC_HX,HeatExchanger,,,,,-505.7847,70.1166,55.9328,10.0,5.0,5.0,7.2135,1.0,1.0,0.6661,0.9111,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.1817,30.4435,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.3348,16.0751,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
