label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,20.0,3.0,84.194,0.2964,0.015026,66.553,811.38,-0.0,199.02,199.02
12,water (source),SRC_HX,source outlet,15.0,9.92,3.0,41.957,0.1498,0.015003,66.654,810.16,743.93,199.02,942.95
21,R1270,SRC_HX,COMP1,2.69123,9.92,6.7455,590.659,2.4044,0.19501,5.128,1889.33,303.83,104607.83,104911.67
22,R1270,COMP1,IHX,2.69123,85.4,26.3217,676.115,2.4526,0.054114,18.479,524.28,48110.58,128141.21,176251.79
22c,R1270,IHX,cc1,2.69123,57.0,26.3217,355.245,1.5006,0.006069,164.782,58.8,6309.26,128141.21,134450.46
23,R1270,cc1,VAL1,2.69123,57.0,26.3217,355.245,1.5006,0.006069,164.782,58.8,6309.26,128141.21,134450.46
24,R1270,VAL1,SRC_HX,2.69123,4.92,6.7455,355.245,1.5581,0.07642,13.086,740.39,12994.39,104607.83,117602.22
31,R600,IHX,COMP2,4.52989,57.0,5.2214,669.143,2.4746,0.3602,2.776,5874.0,37804.66,29202.93,67007.59
32,R600,COMP2,SNK_HX,4.52989,105.3,16.8006,727.57,2.5055,0.103239,9.686,1683.58,85177.3,31199.21,116376.51
32c,R600,SNK_HX,cc2,4.52989,105.0,16.8006,478.513,1.8469,0.009896,101.055,161.37,29194.29,31199.21,60393.49
33,R600,cc2,VAL2,4.52989,105.0,16.8006,478.513,1.8469,0.009896,101.055,161.37,29194.29,31199.21,60393.49
34,R600,VAL2,IHX,4.52989,52.0,5.2214,478.513,1.8886,0.164611,6.075,2684.42,18974.73,29202.93,48177.66
41,water (sink),sink inlet,SNK_HX,0.5,100.0,1.0142,419.166,1.3072,0.000522,1916.698,0.94,38857.9,0.09,38858.0
42,water (sink),SNK_HX,sink outlet,0.5,100.0,1.0142,2675.57,7.3541,0.835883,1.196,1504.59,522610.54,0.09,522610.64
