name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,231.9887,4.2515,-22.0108,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,313.1374,3.6376,-14.85,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-801.6856,56.4606,71.8979,30.9205,4.9729,5.0,14.199,0.9896,0.974,0.9508,0.7182,,,,,
SNK_HX,HeatExchanger,,,,,-1114.8231,209.0986,208.6386,5.6775,5.0,5.0214,5.3316,0.9878,1.0,0.9315,0.9947,,,,,
SRC_HX,HeatExchanger,,,,,-569.6969,79.1483,65.2824,9.9611,5.0,5.0,7.1978,1.0,0.9748,0.6441,0.929,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.2438,21.5358,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.2857,14.45,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
