label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,20.0,3.0,84.194,0.2964,0.015026,66.553,811.38,-0.0,199.02,199.02
13,water (source),SRC_HX,source outlet,15.0,10.18,3.0,43.072,0.1537,0.015003,66.652,810.18,704.75,199.02,903.77
21,R1270,SRC_HX,COMP1,2.61738,10.18,6.7972,590.911,2.404,0.188249,5.312,1773.79,288.26,105000.9,105289.16
22,R1270,COMP1,IHX,2.61738,85.3,26.3217,675.863,2.4519,0.05259,19.015,495.53,48064.76,128141.21,176205.97
22c,R1270,IHX,cc1,2.61738,57.0,26.3217,355.245,1.5006,0.005902,169.431,55.61,6309.26,128141.21,134450.46
23,R1270,cc1,VAL1,2.61738,57.0,26.3217,355.245,1.5006,0.005902,169.431,55.61,6309.26,128141.21,134450.46
24,R1270,VAL1,SRC_HX,2.61738,5.18,6.7972,355.245,1.5576,0.073552,13.596,693.05,12755.21,105000.9,117756.11
31,R600a,IHX,COMP2,5.54831,57.0,7.1919,633.579,2.3641,0.308359,3.243,6159.14,34354.78,44171.24,78526.02
32,R600a,COMP2,SNK_HX,5.54831,106.58,21.7777,685.671,2.3916,0.088594,11.287,1769.57,75769.32,46780.02,122549.35
32c,R600a,SNK_HX,cc2,5.54831,105.0,21.7777,482.329,1.8539,0.013286,75.266,265.38,30054.47,46780.02,76834.49
33,R600a,cc2,VAL2,5.54831,105.0,21.7777,482.329,1.8539,0.013286,75.266,265.38,30054.47,46780.02,76834.49
34,R600a,VAL2,IHX,5.54831,52.0,7.1919,482.329,1.8991,0.162299,6.161,3241.75,19399.47,44171.24,63570.71
41,water (sink),sink inlet,SNK_HX,0.5,100.0,1.0142,419.166,1.3072,0.000522,1916.698,0.94,38857.9,0.09,38858.0
43,water (sink),SNK_HX,sink outlet,0.5,100.0,1.0142,2675.57,7.3541,0.835883,1.196,1504.59,522610.54,0.09,522610.64
