Connection,m [kg/s],T [°C],p [bar],h [kJ/kg],s [J/kgK],E [kW],e^PH [kJ/kg],e^T [kJ/kg],e^M [kJ/kg],C^T [EUR/h],C^M [EUR/h],C^TOT [EUR/h],c^T [EUR/GJ_ex],c^M [EUR/GJ_ex],c^TOT [EUR/GJ_ex]
11,15,40,3,167.8,572.3,43.9,2.927,2.728,0.199,0,-0,0,0,-0,0
12,15,28.67,3,120.5,418.3,10.88,0.7251,0.5261,0.199,-2.29e-15,3.381e-16,-1.952e-15,-8.06e-14,3.146e-14,-4.984e-14
21,3.333,28.67,11.17,607.3,2377,432.1,129.6,4.436,125.2,8.44,123.5,132,158.6,82.22,84.83
22,3.333,93.63,33.25,674,2414,618.5,185.6,56.11,129.5,59.41,127.7,187.1,88.26,82.22,84.05
22c,3.333,69,33.25,394.3,1612,469.5,140.9,11.39,129.5,12.06,127.7,139.8,88.26,82.22,82.71
23,3.333,69,33.25,394.3,1612,469.5,140.9,11.39,129.5,12.06,127.7,139.8,88.26,82.22,82.71
24,3.333,23.67,11.17,394.3,1660,423.1,126.9,1.72,125.2,1.821,123.5,125.3,88.26,82.22,82.3
31,4.488,69,7.03,686.2,2489,359,79.99,50.47,29.52,95.16,40.94,136.1,116.7,85.86,105.3
32,4.488,106.2,16.8,729.9,2512,524.6,116.9,85.71,31.2,144,43.28,187.3,104,85.86,99.17
32c,4.488,105,16.8,478.5,1847,271,60.39,29.19,31.2,49.06,43.28,92.34,104,85.86,94.64
33,4.488,105,16.8,478.5,1847,271,60.39,29.19,31.2,49.06,43.28,92.34,104,85.86,94.64
34,4.488,64,7.03,478.5,1873,237,52.81,23.3,29.52,39.15,40.94,80.09,104,85.86,93.87
41,0.5,100,1.014,419.2,1307,19.43,38.86,38.86,9.316e-05,0,0,0,0,0,0
42,0.5,100,1.014,2676,7354,261.3,522.6,522.6,9.316e-05,100.7,0,100.7,107,0,107
