Connection,m [kg/s],T [°C],p [bar],h [kJ/kg],s [J/kgK],E [kW],e^PH [kJ/kg],e^T [kJ/kg],e^M [kJ/kg],C^T [EUR/h],C^M [EUR/h],C^TOT [EUR/h],c^T [EUR/GJ_ex],c^M [EUR/GJ_ex],c^TOT [EUR/GJ_ex]
11,15,20,3,84.19,296.4,2.985,0.199,-6.032e-11,0.199,0,-0,0,-0,-0,0
12,15,12.4,3,52.38,186.5,9.279,0.6186,0.4196,0.199,43.02,1.376e-16,43.02,1899,1.28e-14,1288
21,2.687,12.4,7.241,593,2400,291.3,108.4,0.1738,108.2,0.8553,84.26,85.12,508.8,80.49,81.18
22,2.687,106.4,37.21,695.2,2455,522.9,194.6,64.4,130.2,50.13,101.4,151.5,80.49,80.49,80.49
22c,2.687,75,37.21,415.4,1670,389.2,144.9,14.65,130.2,11.4,101.4,112.8,80.49,80.49,80.49
23,2.687,75,37.21,415.4,1670,389.2,144.9,14.65,130.2,11.4,101.4,112.8,80.49,80.49,80.49
24,2.687,7.402,7.241,415.4,1768,312.5,116.3,8.068,108.2,39.7,84.26,124,508.8,80.49,110.2
31,7.518,75,10.88,657,2384,721.3,95.94,51.11,44.83,135.2,94.9,230,97.71,78.21,88.6
32,7.518,128.6,30.88,703.5,2408,1020,135.6,87.22,48.4,211.6,102.5,314.1,89.63,78.21,85.56
32c,7.518,125,30.88,557,2040,728.8,96.94,48.54,48.4,117.8,102.5,220.2,89.63,78.21,83.93
33,7.518,125,30.88,557,2040,728.8,96.94,48.54,48.4,117.8,102.5,220.2,89.63,78.21,83.93
34,7.518,70,10.88,557,2093,611.2,81.31,36.47,44.83,88.48,94.9,183.4,89.63,78.21,83.34
41,0.5,120,1.987,503.8,1528,29.4,58.81,58.71,0.09752,0,0,0,0,0,0
42,0.5,120,1.987,2706,7129,309.5,618.9,618.8,0.09752,99.4,-0,142.4,89.23,-0,127.8
