label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,7.07856,40.0,3.0,167.792,0.5723,0.007133,140.184,181.78,2727.85,199.02,2926.88
12,water (source),SRC_HX,source outlet,7.07856,20.01,3.0,84.236,0.2966,0.007091,141.031,180.69,0.0,199.02,199.02
21,R1270,SRC_HX,COMP1,2.74161,20.01,8.9222,599.927,2.389,0.15076,6.633,1487.97,0.0,118692.31,118692.31
22,R1270,COMP1,IHX,2.74161,92.72,31.4009,677.857,2.432,0.044795,22.324,442.12,54913.05,129117.39,184030.43
22c,R1270,IHX,cc1,2.74161,66.0,31.4009,384.193,1.5836,0.006514,153.517,64.29,9954.53,129117.39,139071.92
23,R1270,cc1,VAL1,2.74161,66.0,31.4009,384.193,1.5836,0.006514,153.517,64.29,9954.53,129117.39,139071.92
24,R1270,VAL1,SRC_HX,2.74161,15.01,8.9222,384.193,1.6406,0.063778,15.679,629.48,3656.3,118692.31,122348.61
31,R600a,IHX,COMP2,6.28121,66.0,8.894,645.441,2.3742,0.281549,3.552,6366.49,42951.74,44476.35,87428.09
32,R600a,COMP2,SNK_HX,6.28121,117.35,26.0191,694.748,2.3995,0.079559,12.569,1799.02,81771.5,47536.22,129307.72
32c,R600a,SNK_HX,cc2,6.28121,115.0,26.0191,517.263,1.9423,0.016132,61.988,364.79,38311.81,47536.22,85848.03
33,R600a,cc2,VAL2,6.28121,115.0,26.0191,517.263,1.9423,0.016132,61.988,364.79,38311.81,47536.22,85848.03
34,R600a,VAL2,IHX,6.28121,61.0,8.894,517.263,1.9908,0.165294,6.05,3737.69,27155.13,44476.35,71631.48
41,water (sink),sink inlet,SNK_HX,0.5,110.0,1.4338,461.415,1.4188,0.000526,1901.896,0.95,48344.92,42.13,48387.05
42,water (sink),SNK_HX,sink outlet,0.5,110.0,1.4338,2691.061,7.2381,0.604646,1.654,1088.36,572077.54,42.13,572119.67
