label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,30.0,3.0,126.004,0.4367,0.015064,66.383,813.47,697.18,199.02,896.2
13,water (source),SRC_HX,source outlet,15.0,19.43,3.0,81.81,0.2883,0.015024,66.561,811.29,2.32,199.02,201.34
21,R1270,SRC_HX,COMP1,3.28709,19.43,8.7848,599.412,2.3899,0.183573,5.447,2172.31,1.0,117929.71,117930.71
22,R1270,COMP1,IHX,3.28709,97.84,33.8852,682.989,2.4353,0.049745,20.103,588.66,58592.62,129593.88,188186.5
22c,R1270,IHX,cc1,3.28709,70.0,33.8852,397.741,1.6216,0.008022,124.652,94.93,11898.41,129593.88,141492.28
23,R1270,cc1,VAL1,3.28709,70.0,33.8852,397.741,1.6216,0.008022,124.652,94.93,11898.41,129593.88,141492.28
24,R1270,VAL1,SRC_HX,3.28709,14.43,8.7848,397.741,1.6889,0.0847,11.806,1002.29,3827.53,117929.71,121757.23
31,R600,IHX,COMP2,4.48369,70.0,7.1991,687.634,2.4898,0.259589,3.852,4190.1,51496.11,29544.35,81040.47
32,R600,COMP2,SNK_HX,4.48369,106.25,16.8006,730.136,2.5123,0.103014,9.707,1662.78,85758.18,31199.21,116957.39
32c,R600,SNK_HX,cc2,4.48369,105.0,16.8006,478.513,1.8469,0.009795,102.097,158.1,29194.29,31199.21,60393.49
33,R600,cc2,VAL2,4.48369,105.0,16.8006,478.513,1.8469,0.009795,102.097,158.1,29194.29,31199.21,60393.49
34,R600,VAL2,IHX,4.48369,65.0,7.1991,478.513,1.8716,0.098785,10.123,1594.52,23599.52,29544.35,53143.87
41,water (sink),sink inlet,SNK_HX,0.5,100.0,1.0142,419.166,1.3072,0.000522,1916.698,0.94,38857.9,0.09,38858.0
43,water (sink),SNK_HX,sink outlet,0.5,100.0,1.0142,2675.57,7.3541,0.835883,1.196,1504.59,522610.54,0.09,522610.64
