name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,219.8225,2.6914,-23.547,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,170.6049,2.1472,-9.1098,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-957.597,77.8167,86.4791,24.7725,4.946,5.0,12.3058,0.992,0.9815,0.9312,0.7998,,,,,
SNK_HX,HeatExchanger,,,,,-1128.2019,185.1559,208.7121,7.3353,5.0,5.0134,6.0933,0.9853,1.0,0.9417,0.9933,,,,,
SRC_HX,HeatExchanger,,,,,-737.7744,90.9923,76.2671,12.2959,5.0,5.0,8.1081,1.0,0.9876,0.7019,0.8897,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.3793,23.072,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.4816,8.7098,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
