Connection,m [kg/s],T [°C],p [bar],h [kJ/kg],s [J/kgK],E [kW],e^PH [kJ/kg],e^T [kJ/kg],e^M [kJ/kg],C^T [EUR/h],C^M [EUR/h],C^TOT [EUR/h],c^T [EUR/GJ_ex],c^M [EUR/GJ_ex],c^TOT [EUR/GJ_ex]
11,15,20,3,84.19,296.4,2.985,0.199,-1.589e-10,0.199,0,-0,0,-0,-0,0
12,15,11.71,3,49.48,176.3,10.49,0.6994,0.5004,0.199,34.27,2.983e-18,34.27,1268,2.776e-16,907.4
21,2.462,11.71,7.1,592.4,2402,264.5,107.4,0.2064,107.2,0.6158,77.8,78.41,336.5,81.85,82.34
22,2.462,94.49,30.8,684.2,2452,454.3,184.5,55.5,129,40.26,93.58,133.8,81.85,81.85,81.85
22c,2.462,65,30.8,380.9,1574,341,138.5,9.501,129,6.893,93.58,100.5,81.85,81.85,81.85
23,2.462,65,30.8,380.9,1574,341,138.5,9.501,129,6.893,93.58,100.5,81.85,81.85,81.85
24,2.462,6.71,7.1,380.9,1646,289.1,117.4,10.17,107.2,30.33,77.8,108.1,336.5,81.85,103.9
31,5.494,65,6.382,680.6,2484,416.1,75.74,46.33,29.4,94.27,46.61,140.9,102.9,80.15,94.04
32,5.494,125.3,24.17,745,2516,718.2,130.7,98.25,32.47,176.6,51.47,228,90.86,80.15,88.2
32c,5.494,125,24.17,544.6,2013,427.9,77.87,45.4,32.47,81.6,51.47,133.1,90.86,80.15,86.39
33,5.494,125,24.17,544.6,2013,427.9,77.87,45.4,32.47,81.6,51.47,133.1,90.86,80.15,86.39
34,5.494,60,6.382,544.6,2076,326.1,59.35,29.95,29.4,53.82,46.61,100.4,90.86,80.15,85.55
41,0.5,120,1.987,503.8,1528,29.4,58.81,58.71,0.09752,0,0,0,0,0,0
42,0.5,120,1.987,2706,7129,309.5,618.9,618.8,0.09752,99.99,-0,134.3,89.77,-0,120.5
