label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,3.63071,60.0,3.0,251.416,0.8311,0.003692,270.824,48.26,10467.41,199.02,10666.43
12,water (source),SRC_HX,source outlet,3.63071,20.01,3.0,84.236,0.2966,0.003637,274.959,47.54,0.0,199.02,199.02
21,R290,SRC_HX,COMP1,4.19064,20.01,7.3171,600.335,2.3908,0.272569,3.669,4112.05,0.0,103064.49,103064.49
22,R290,COMP1,IHX,4.19064,107.8,37.641,695.826,2.4413,0.051075,19.579,770.53,68593.7,115154.23,183747.93
22c,R290,IHX,cc1,4.19064,85.0,37.641,455.493,1.7834,0.011514,86.853,173.7,21123.29,115154.23,136277.52
23,R290,cc1,VAL1,4.19064,85.0,37.641,455.493,1.7834,0.011514,86.853,173.7,21123.29,115154.23,136277.52
24,R290,VAL1,SRC_HX,4.19064,15.01,7.3171,455.493,1.8884,0.166334,6.012,2509.37,2425.87,103064.49,105490.36
31,R600a,IHX,COMP2,5.38762,85.0,13.4379,669.267,2.3957,0.156372,6.395,3032.9,59643.49,45289.98,104933.47
32,R600a,COMP2,SNK_HX,5.38762,108.57,21.7777,691.735,2.4075,0.088075,11.354,1708.25,77164.23,46780.02,123944.25
32c,R600a,SNK_HX,cc2,5.38762,105.0,21.7777,482.329,1.8539,0.012902,77.51,250.23,30054.47,46780.02,76834.49
33,R600a,cc2,VAL2,5.38762,105.0,21.7777,482.329,1.8539,0.012902,77.51,250.23,30054.47,46780.02,76834.49
34,R600a,VAL2,IHX,5.38762,80.0,13.4379,482.329,1.8666,0.054278,18.424,1052.75,27813.45,45289.98,73103.44
41,water (sink),sink inlet,SNK_HX,0.5,100.0,1.0142,419.166,1.3072,0.000522,1916.698,0.94,38857.9,0.09,38858.0
42,water (sink),SNK_HX,sink outlet,0.5,100.0,1.0142,2675.57,7.3541,0.835883,1.196,1504.59,522610.54,0.09,522610.64
