name,type,P [kW],pressure ratio,Δp [bar],η_s,Q [kW],kA [kW/K],UA [kW/K],ΔT_upper [K],ΔT_lower [K],ΔT_pinch [K],LMTD [K],pr_hot,pr_cold,ε_hot,ε_cold,P_in [kW],P_out [kW],η,P_in_total [kW],P_out_total [kW]
COMP1,Compressor,185.8806,2.4598,-20.2719,0.8,,,,,,,,,,,,,,,,
COMP2,Compressor,197.977,2.4188,-10.0015,0.8,,,,,,,,,,,,,,,,
IHX,HeatExchanger,,,,,-930.2249,77.7401,85.6848,23.6562,4.9579,5.0,11.9658,0.9912,0.9792,0.9382,0.805,,,,,
SNK_HX,HeatExchanger,,,,,-1128.2019,191.2232,208.9638,6.9018,5.0,5.0134,5.8999,0.9853,1.0,0.9414,0.9937,,,,,
SRC_HX,HeatExchanger,,,,,-744.3443,91.3521,76.6217,12.4016,5.0,5.0,8.1481,1.0,0.9876,0.7037,0.897,,,,,
MOT1,Motor,,,,,,,,,,,,,,,,,,0.95,,
MOT2,Motor,,,,,,,,,,,,,,,,,,0.95,,
VAL1,Valve,,0.4153,19.7969,,,,,,,,,,,,,,,,,
VAL2,Valve,,0.4285,9.6015,,,,,,,,,,,,,,,,,
electricity distribution,PowerBus,,,,,,,,,,,,,,,,,,,,
