label,fluid,from,to,m [kg/s],T [°C],p [bar],h [kJ/kg],s [kJ/(kg·K)],v [m³/kg],rho [kg/m³],V_dot [m³/h],e_T [J/kg],e_M [J/kg],e_PH [J/kg]
11,water (source),source inlet,SRC_HX,15.0,20.0,3.0,84.194,0.2964,0.015026,66.553,811.38,-0.0,199.02,199.02
12,water (source),SRC_HX,source outlet,15.0,10.16,3.0,42.985,0.1534,0.015003,66.652,810.18,707.77,199.02,906.79
21,R290,SRC_HX,COMP1,2.67218,10.16,5.5372,589.441,2.3989,0.228257,4.381,2195.8,302.98,89490.38,89793.36
22,R290,COMP1,IHX,2.67218,78.47,22.0518,672.162,2.4464,0.059712,16.747,574.42,46519.5,112072.3,158591.8
22c,R290,IHX,cc1,2.67218,57.0,22.0518,358.119,1.5121,0.006128,163.192,58.95,6380.66,112072.3,118452.96
23,R290,cc1,VAL1,2.67218,57.0,22.0518,358.119,1.5121,0.006128,163.192,58.95,6380.66,112072.3,118452.96
24,R290,VAL1,SRC_HX,2.67218,5.16,5.5372,358.119,1.568,0.090857,11.006,874.03,12553.56,89490.38,102043.93
31,R600a,IHX,COMP2,5.54831,57.0,7.1919,633.579,2.3641,0.308359,3.243,6159.14,34354.78,44171.24,78526.02
32,R600a,COMP2,SNK_HX,5.54831,106.58,21.7777,685.671,2.3916,0.088594,11.287,1769.57,75769.32,46780.02,122549.35
32c,R600a,SNK_HX,cc2,5.54831,105.0,21.7777,482.329,1.8539,0.013286,75.266,265.38,30054.47,46780.02,76834.49
33,R600a,cc2,VAL2,5.54831,105.0,21.7777,482.329,1.8539,0.013286,75.266,265.38,30054.47,46780.02,76834.49
34,R600a,VAL2,IHX,5.54831,52.0,7.1919,482.329,1.8991,0.162299,6.161,3241.75,19399.47,44171.24,63570.71
41,water (sink),sink inlet,SNK_HX,0.5,100.0,1.0142,419.166,1.3072,0.000522,1916.698,0.94,38857.9,0.09,38858.0
42,water (sink),SNK_HX,sink outlet,0.5,100.0,1.0142,2675.57,7.3541,0.835883,1.196,1504.59,522610.54,0.09,522610.64
